epoch, neuron_units, loss, dl2_loss, top1, top5, dl2_p_acc, dl2_constraint_acc
[15] Train acc: 0.9219, Constr acc: 0.7188, CE loss: 0.302, DL2 loss: 7.369
[30] Train acc: 0.9531, Constr acc: 0.9688, CE loss: 0.234, DL2 loss: 1.761
[45] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.121, DL2 loss: 2.265
[60] Train acc: 0.8438, Constr acc: 0.6875, CE loss: 0.401, DL2 loss: 13.124
[75] Train acc: 0.7812, Constr acc: 0.6562, CE loss: 1.167, DL2 loss: 9.794
[90] Train acc: 0.9375, Constr acc: 0.8750, CE loss: 0.263, DL2 loss: 4.768
[105] Train acc: 0.9531, Constr acc: 0.7812, CE loss: 0.563, DL2 loss: 6.292
[120] Train acc: 0.9375, Constr acc: 0.9688, CE loss: 0.444, DL2 loss: 1.526
[135] Train acc: 0.9844, Constr acc: 0.9375, CE loss: 0.021, DL2 loss: 0.340
[150] Train acc: 0.9844, Constr acc: 0.7812, CE loss: 0.151, DL2 loss: 14.220
[165] Train acc: 1.0000, Constr acc: 0.9062, CE loss: 0.010, DL2 loss: 5.634
[180] Train acc: 0.9531, Constr acc: 0.9688, CE loss: 0.279, DL2 loss: 0.406
[195] Train acc: 0.8750, Constr acc: 0.7188, CE loss: 0.774, DL2 loss: 12.327
[210] Train acc: 0.9844, Constr acc: 0.8750, CE loss: 0.018, DL2 loss: 3.909
[225] Train acc: 0.9375, Constr acc: 0.8438, CE loss: 0.577, DL2 loss: 4.367
[240] Train acc: 0.9688, Constr acc: 0.8750, CE loss: 0.265, DL2 loss: 4.136
[255] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.190, DL2 loss: 2.088
[270] Train acc: 1.0000, Constr acc: 0.8750, CE loss: 0.008, DL2 loss: 7.839
[285] Train acc: 0.9375, Constr acc: 0.7500, CE loss: 0.340, DL2 loss: 12.250
[300] Train acc: 0.9375, Constr acc: 0.9062, CE loss: 0.130, DL2 loss: 5.549
[315] Train acc: 0.9375, Constr acc: 0.9375, CE loss: 0.231, DL2 loss: 4.308
[330] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.148, DL2 loss: 3.984
[345] Train acc: 0.9531, Constr acc: 0.9062, CE loss: 0.315, DL2 loss: 1.708
[360] Train acc: 0.9062, Constr acc: 0.8750, CE loss: 0.310, DL2 loss: 5.227
[375] Train acc: 0.9219, Constr acc: 0.9375, CE loss: 0.445, DL2 loss: 4.538
[390] Train acc: 0.9219, Constr acc: 0.8750, CE loss: 0.559, DL2 loss: 3.216
[405] Train acc: 0.9688, Constr acc: 0.9688, CE loss: 0.126, DL2 loss: 3.665
[420] Train acc: 0.9375, Constr acc: 0.9688, CE loss: 0.171, DL2 loss: 0.029
[435] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.011, DL2 loss: 1.864
[450] Train acc: 1.0000, Constr acc: 0.8750, CE loss: 0.008, DL2 loss: 6.273
[465] Train acc: 1.0000, Constr acc: 0.8750, CE loss: 0.001, DL2 loss: 8.856
[480] Train acc: 0.9688, Constr acc: 0.8750, CE loss: 0.056, DL2 loss: 8.090
[495] Train acc: 0.9531, Constr acc: 0.9375, CE loss: 0.153, DL2 loss: 0.671
[510] Train acc: 1.0000, Constr acc: 0.9062, CE loss: 0.008, DL2 loss: 5.018
[525] Train acc: 0.9219, Constr acc: 0.9062, CE loss: 0.289, DL2 loss: 5.334
[540] Train acc: 1.0000, Constr acc: 0.9062, CE loss: 0.003, DL2 loss: 5.673
[555] Train acc: 0.9375, Constr acc: 0.8438, CE loss: 0.553, DL2 loss: 7.469
[570] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.066, DL2 loss: 5.121
[585] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.109, DL2 loss: 7.071
[600] Train acc: 0.9844, Constr acc: 0.9062, CE loss: 0.133, DL2 loss: 3.871
[615] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.294, DL2 loss: 3.149
[630] Train acc: 0.9375, Constr acc: 0.9062, CE loss: 0.649, DL2 loss: 5.995
[645] Train acc: 0.9375, Constr acc: 0.8438, CE loss: 0.321, DL2 loss: 4.592
[660] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.000, DL2 loss: 4.597
[675] Train acc: 0.9844, Constr acc: 0.7812, CE loss: 0.149, DL2 loss: 14.993
[690] Train acc: 0.9844, Constr acc: 0.9062, CE loss: 0.056, DL2 loss: 4.012
[705] Train acc: 0.9688, Constr acc: 0.9375, CE loss: 0.043, DL2 loss: 3.771
[720] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.012, DL2 loss: 2.184
[735] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.152, DL2 loss: 7.697
[750] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.001, DL2 loss: 1.583
[765] Train acc: 1.0000, Constr acc: 1.0000, CE loss: 0.026, DL2 loss: 0.000
[780] Train acc: 0.9531, Constr acc: 0.9062, CE loss: 0.104, DL2 loss: 3.859
[795] Train acc: 1.0000, Constr acc: 0.9688, CE loss: 0.013, DL2 loss: 0.917
[810] Train acc: 0.9375, Constr acc: 0.9062, CE loss: 0.127, DL2 loss: 5.126
[825] Train acc: 0.9531, Constr acc: 0.8750, CE loss: 0.154, DL2 loss: 3.161
