epoch, neuron_units, loss, dl2_loss, top1, top5, dl2_p_acc, dl2_constraint_acc
1, 252, 2.2927, 0.0023, 14.062, 59.375, 0.103, 0.000, 
1, 252, 2.2763, 0.0023, 18.750, 68.750, 0.103, 0.200, 
1, 252, 2.2343, 0.0023, 31.250, 75.000, 0.205, 1.000, 
1, 252, 2.1083, 0.0022, 35.938, 89.062, 0.408, 0.800, 
1, 252, 1.8079, 0.0021, 56.250, 90.625, 0.576, 0.800, 
1, 252, 1.1560, 0.0017, 67.188, 95.312, 0.646, 0.700, 
1, 252, 1.0569, 0.0015, 62.500, 98.438, 0.674, 0.800, 
1, 252, 0.8945, 0.0013, 70.312, 95.312, 0.730, 1.000, 
1, 252, 0.5999, 0.0011, 81.250, 98.438, 0.806, 0.700, 
1, 252, 0.3908, 0.0010, 85.938, 100.000, 0.854, 1.000, 
1, 252, 0.5338, 0.0010, 85.938, 100.000, 0.820, 0.800, 
1, 252, 0.5438, 0.0010, 82.812, 98.438, 0.764, 0.800, 
1, 252, 0.4400, 0.0009, 90.625, 98.438, 0.846, 0.700, 
1, 252, 0.2807, 0.0009, 90.625, 100.000, 0.848, 0.800, 
1, 252, 0.3620, 0.0009, 92.188, 98.438, 0.857, 0.700, 
1, 252, 0.3961, 0.0008, 89.062, 100.000, 0.886, 0.600, 
1, 252, 0.4191, 0.0008, 87.500, 98.438, 0.877, 0.700, 
1, 252, 0.4304, 0.0008, 82.812, 100.000, 0.853, 1.000, 
1, 252, 0.2301, 0.0008, 92.188, 100.000, 0.844, 1.000, 
1, 252, 0.2473, 0.0007, 93.750, 100.000, 0.920, 0.800, 
1, 252, 0.2676, 0.0007, 90.625, 100.000, 0.912, 1.000, 
1, 252, 0.2680, 0.0007, 93.750, 98.438, 0.920, 0.800, 
1, 252, 0.3760, 0.0007, 90.625, 98.438, 0.864, 0.800, 
1, 252, 0.4707, 0.0007, 85.938, 98.438, 0.908, 0.800, 
1, 252, 0.2857, 0.0007, 87.500, 100.000, 0.908, 0.900, 
