epoch, neuron_units, loss, dl2_loss, top1, top5, dl2_p_acc, dl2_constraint_acc
[0] Train acc: 0.1406, Constr acc: 0.0000, CE loss: 2.293, DL2 loss: 72.871
[15] Train acc: 0.2031, Constr acc: 0.0000, CE loss: 2.275, DL2 loss: 71.207
[30] Train acc: 0.3281, Constr acc: 0.0000, CE loss: 2.201, DL2 loss: 71.085
[45] Train acc: 0.1094, Constr acc: 0.0000, CE loss: 2.502, DL2 loss: 69.663
[60] Train acc: 0.2031, Constr acc: 0.5625, CE loss: 3.035, DL2 loss: 17.436
[75] Train acc: 0.3594, Constr acc: 0.4375, CE loss: 2.673, DL2 loss: 23.901
[90] Train acc: 0.3594, Constr acc: 0.5938, CE loss: 2.900, DL2 loss: 16.449
[105] Train acc: 0.3594, Constr acc: 0.7188, CE loss: 2.195, DL2 loss: 11.571
[120] Train acc: 0.5000, Constr acc: 0.5312, CE loss: 1.769, DL2 loss: 21.033
[135] Train acc: 0.5625, Constr acc: 0.7500, CE loss: 1.620, DL2 loss: 12.509
[150] Train acc: 0.6094, Constr acc: 0.8125, CE loss: 1.146, DL2 loss: 7.766
[165] Train acc: 0.6406, Constr acc: 0.9062, CE loss: 1.492, DL2 loss: 3.566
[180] Train acc: 0.7812, Constr acc: 0.7812, CE loss: 0.673, DL2 loss: 8.256
[195] Train acc: 0.7656, Constr acc: 0.8750, CE loss: 0.681, DL2 loss: 6.478
[210] Train acc: 0.8281, Constr acc: 0.6875, CE loss: 0.528, DL2 loss: 16.349
[225] Train acc: 0.7969, Constr acc: 0.9062, CE loss: 0.863, DL2 loss: 3.469
[240] Train acc: 0.7344, Constr acc: 0.7812, CE loss: 0.978, DL2 loss: 7.116
[255] Train acc: 0.7500, Constr acc: 0.7500, CE loss: 0.694, DL2 loss: 8.762
[270] Train acc: 0.7969, Constr acc: 0.7500, CE loss: 0.597, DL2 loss: 7.221
[285] Train acc: 0.7812, Constr acc: 0.8750, CE loss: 0.672, DL2 loss: 6.299
[300] Train acc: 0.8594, Constr acc: 0.9062, CE loss: 0.317, DL2 loss: 4.945
