epoch, neuron_units, loss, dl2_loss, top1, top5, dl2_p_acc, dl2_constraint_acc
[0] Train acc: 0.1406, Constr acc: 0.0000, CE loss: 2.293, DL2 loss: 72.871
[15] Train acc: 0.1875, Constr acc: 0.0000, CE loss: 2.275, DL2 loss: 71.210
[30] Train acc: 0.3125, Constr acc: 0.0000, CE loss: 2.219, DL2 loss: 71.179
[45] Train acc: 0.2344, Constr acc: 0.0000, CE loss: 1.989, DL2 loss: 67.315
[60] Train acc: 0.1562, Constr acc: 0.1250, CE loss: 4.045, DL2 loss: 45.673
[75] Train acc: 0.4844, Constr acc: 0.6562, CE loss: 1.369, DL2 loss: 12.928
[90] Train acc: 0.4688, Constr acc: 0.5000, CE loss: 1.734, DL2 loss: 21.535
[105] Train acc: 0.6250, Constr acc: 0.7812, CE loss: 1.009, DL2 loss: 6.524
[120] Train acc: 0.7656, Constr acc: 0.5938, CE loss: 0.660, DL2 loss: 13.787
[135] Train acc: 0.5938, Constr acc: 0.7188, CE loss: 1.519, DL2 loss: 12.820
[150] Train acc: 0.7969, Constr acc: 0.8125, CE loss: 0.531, DL2 loss: 7.569
[165] Train acc: 0.8750, Constr acc: 0.8125, CE loss: 0.429, DL2 loss: 7.563
[180] Train acc: 0.8125, Constr acc: 0.9062, CE loss: 0.536, DL2 loss: 4.648
[195] Train acc: 0.8750, Constr acc: 0.8125, CE loss: 0.316, DL2 loss: 9.732
[210] Train acc: 0.9375, Constr acc: 0.6875, CE loss: 0.328, DL2 loss: 16.160
[225] Train acc: 0.8594, Constr acc: 0.8750, CE loss: 0.539, DL2 loss: 4.938
[240] Train acc: 0.7812, Constr acc: 0.8438, CE loss: 0.655, DL2 loss: 5.807
[255] Train acc: 0.7188, Constr acc: 0.7812, CE loss: 0.753, DL2 loss: 6.544
[270] Train acc: 0.9062, Constr acc: 0.8750, CE loss: 0.218, DL2 loss: 5.666
[285] Train acc: 0.8906, Constr acc: 0.8438, CE loss: 0.251, DL2 loss: 7.287
[300] Train acc: 0.9531, Constr acc: 0.8750, CE loss: 0.279, DL2 loss: 5.266
[315] Train acc: 0.8594, Constr acc: 0.7812, CE loss: 0.384, DL2 loss: 11.148
[330] Train acc: 0.8750, Constr acc: 0.7812, CE loss: 0.549, DL2 loss: 12.342
[345] Train acc: 0.8906, Constr acc: 0.8750, CE loss: 0.378, DL2 loss: 4.237
[360] Train acc: 0.8906, Constr acc: 0.9062, CE loss: 0.366, DL2 loss: 5.349
[375] Train acc: 0.9219, Constr acc: 0.9688, CE loss: 0.214, DL2 loss: 0.361
[390] Train acc: 0.8750, Constr acc: 0.8438, CE loss: 0.484, DL2 loss: 8.447
[405] Train acc: 0.8906, Constr acc: 0.8750, CE loss: 0.265, DL2 loss: 5.265
[420] Train acc: 0.9219, Constr acc: 0.8438, CE loss: 0.273, DL2 loss: 7.305
[435] Train acc: 0.9375, Constr acc: 0.9375, CE loss: 0.260, DL2 loss: 2.672
