epoch, neuron_units, loss, dl2_loss, top1, top5, dl2_p_acc, dl2_constraint_acc
[15] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.007, DL2 loss: 4.828
[30] Train acc: 1.0000, Constr acc: 0.8750, CE loss: 0.007, DL2 loss: 6.438
[45] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.045, DL2 loss: 4.741
[60] Train acc: 1.0000, Constr acc: 0.8438, CE loss: 0.002, DL2 loss: 9.958
[75] Train acc: 0.9844, Constr acc: 0.9375, CE loss: 0.043, DL2 loss: 4.668
[90] Train acc: 1.0000, Constr acc: 0.8438, CE loss: 0.004, DL2 loss: 6.789
[105] Train acc: 1.0000, Constr acc: 0.8125, CE loss: 0.007, DL2 loss: 11.303
[120] Train acc: 1.0000, Constr acc: 0.9688, CE loss: 0.007, DL2 loss: 1.198
[135] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.001, DL2 loss: 2.269
[150] Train acc: 1.0000, Constr acc: 0.7500, CE loss: 0.006, DL2 loss: 17.490
[165] Train acc: 1.0000, Constr acc: 0.8750, CE loss: 0.001, DL2 loss: 7.045
[180] Train acc: 0.9844, Constr acc: 0.9375, CE loss: 0.036, DL2 loss: 2.666
[195] Train acc: 0.9844, Constr acc: 0.7812, CE loss: 0.034, DL2 loss: 14.021
[210] Train acc: 1.0000, Constr acc: 0.9062, CE loss: 0.003, DL2 loss: 6.069
[225] Train acc: 1.0000, Constr acc: 0.8750, CE loss: 0.009, DL2 loss: 7.592
[240] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.007, DL2 loss: 4.422
[255] Train acc: 1.0000, Constr acc: 0.8750, CE loss: 0.004, DL2 loss: 5.375
[270] Train acc: 1.0000, Constr acc: 0.8750, CE loss: 0.017, DL2 loss: 8.957
[285] Train acc: 1.0000, Constr acc: 0.6875, CE loss: 0.016, DL2 loss: 17.212
[300] Train acc: 1.0000, Constr acc: 0.8750, CE loss: 0.013, DL2 loss: 6.848
[315] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.014, DL2 loss: 4.676
[330] Train acc: 1.0000, Constr acc: 0.8438, CE loss: 0.004, DL2 loss: 8.310
[345] Train acc: 0.9844, Constr acc: 0.9062, CE loss: 0.051, DL2 loss: 5.031
[360] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.006, DL2 loss: 4.062
[375] Train acc: 0.9688, Constr acc: 0.9375, CE loss: 0.079, DL2 loss: 5.048
[390] Train acc: 0.9844, Constr acc: 0.8750, CE loss: 0.016, DL2 loss: 7.730
[405] Train acc: 0.9844, Constr acc: 0.9062, CE loss: 0.073, DL2 loss: 5.061
[420] Train acc: 0.9688, Constr acc: 0.9375, CE loss: 0.048, DL2 loss: 3.245
[435] Train acc: 0.9844, Constr acc: 0.9375, CE loss: 0.038, DL2 loss: 2.068
[450] Train acc: 1.0000, Constr acc: 0.7812, CE loss: 0.010, DL2 loss: 10.388
[465] Train acc: 1.0000, Constr acc: 0.8750, CE loss: 0.006, DL2 loss: 9.434
[480] Train acc: 0.9844, Constr acc: 0.8750, CE loss: 0.063, DL2 loss: 8.566
[495] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.003, DL2 loss: 2.379
[510] Train acc: 1.0000, Constr acc: 0.8438, CE loss: 0.009, DL2 loss: 9.091
[525] Train acc: 0.9844, Constr acc: 0.9375, CE loss: 0.027, DL2 loss: 3.318
