epoch, neuron_units, loss, dl2_loss, top1, top5, dl2_p_acc, dl2_constraint_acc
[0] Train acc: 0.1406, Constr acc: 0.0000, CE loss: 2.293, DL2 loss: 72.871
[15] Train acc: 0.1875, Constr acc: 0.0000, CE loss: 2.275, DL2 loss: 71.210
[30] Train acc: 0.3125, Constr acc: 0.0000, CE loss: 2.219, DL2 loss: 71.179
[45] Train acc: 0.2344, Constr acc: 0.0000, CE loss: 1.989, DL2 loss: 67.315
[60] Train acc: 0.1562, Constr acc: 0.1250, CE loss: 4.045, DL2 loss: 45.673
[75] Train acc: 0.4375, Constr acc: 0.6250, CE loss: 1.635, DL2 loss: 13.252
[90] Train acc: 0.5312, Constr acc: 0.5938, CE loss: 1.233, DL2 loss: 14.854
[105] Train acc: 0.6250, Constr acc: 0.7188, CE loss: 1.047, DL2 loss: 8.744
[120] Train acc: 0.7031, Constr acc: 0.6875, CE loss: 0.809, DL2 loss: 12.938
[135] Train acc: 0.8906, Constr acc: 0.8125, CE loss: 0.289, DL2 loss: 9.389
[150] Train acc: 0.7969, Constr acc: 0.7500, CE loss: 0.600, DL2 loss: 8.085
[165] Train acc: 0.9062, Constr acc: 0.7812, CE loss: 0.358, DL2 loss: 6.575
[180] Train acc: 0.8125, Constr acc: 0.9062, CE loss: 0.593, DL2 loss: 4.813
[195] Train acc: 0.9062, Constr acc: 0.8438, CE loss: 0.294, DL2 loss: 9.599
[210] Train acc: 0.8906, Constr acc: 0.7188, CE loss: 0.289, DL2 loss: 16.111
[225] Train acc: 0.8438, Constr acc: 0.8438, CE loss: 0.504, DL2 loss: 5.456
[240] Train acc: 0.8594, Constr acc: 0.8750, CE loss: 0.512, DL2 loss: 4.815
[255] Train acc: 0.7188, Constr acc: 0.7812, CE loss: 0.738, DL2 loss: 7.594
[270] Train acc: 0.9219, Constr acc: 0.7812, CE loss: 0.235, DL2 loss: 7.345
[285] Train acc: 0.8906, Constr acc: 0.8438, CE loss: 0.285, DL2 loss: 5.379
[300] Train acc: 0.8906, Constr acc: 0.7812, CE loss: 0.365, DL2 loss: 6.601
[315] Train acc: 0.9219, Constr acc: 0.8125, CE loss: 0.244, DL2 loss: 9.660
[330] Train acc: 0.9688, Constr acc: 0.7188, CE loss: 0.177, DL2 loss: 11.594
[345] Train acc: 0.8281, Constr acc: 0.8438, CE loss: 0.530, DL2 loss: 5.640
[360] Train acc: 0.8906, Constr acc: 0.9062, CE loss: 0.295, DL2 loss: 4.716
[375] Train acc: 0.9375, Constr acc: 0.9375, CE loss: 0.186, DL2 loss: 1.994
[390] Train acc: 0.9062, Constr acc: 0.8750, CE loss: 0.227, DL2 loss: 6.484
[405] Train acc: 0.9062, Constr acc: 0.8750, CE loss: 0.304, DL2 loss: 7.357
[420] Train acc: 0.9219, Constr acc: 0.8438, CE loss: 0.222, DL2 loss: 7.659
[435] Train acc: 0.8906, Constr acc: 0.9375, CE loss: 0.299, DL2 loss: 2.339
