epoch, neuron_units, loss, dl2_loss, top1, top5, dl2_p_acc, dl2_constraint_acc
1, 252, 0.0609, 0.0005, 96.875, 100.000, 0.943, 0.425, 0.7906, 
1, 247, 0.2799, 0.0004, 90.625, 98.438, 0.961, 0.411, 0.8231, 
1, 244, 0.1208, 0.0004, 93.750, 100.000, 0.971, 0.507, 0.8600, 
1, 241, 0.0509, 0.0004, 98.438, 100.000, 0.971, 0.499, 0.8481, 
1, 238, 0.0355, 0.0004, 100.000, 100.000, 0.972, 0.462, 0.8487, 
1, 235, 0.0507, 0.0004, 98.438, 100.000, 0.969, 0.504, 0.8510, 
1, 232, 0.1769, 0.0004, 92.188, 100.000, 0.973, 0.515, 0.8607, 
1, 229, 0.2171, 0.0004, 92.188, 100.000, 0.974, 0.475, 0.8519, 
1, 226, 0.1140, 0.0003, 96.875, 100.000, 0.975, 0.556, 0.8543, 
1, 223, 0.0779, 0.0004, 96.875, 100.000, 0.971, 0.509, 0.8278, 
1, 220, 0.0579, 0.0003, 98.438, 100.000, 0.973, 0.556, 0.8559, 
1, 217, 0.0325, 0.0003, 100.000, 100.000, 0.977, 0.576, 0.8602, 
1, 214, 0.1893, 0.0003, 95.312, 100.000, 0.975, 0.594, 0.8603, 
1, 211, 0.0152, 0.0003, 100.000, 100.000, 0.973, 0.584, 0.8596, 
1, 208, 0.3221, 0.0003, 93.750, 98.438, 0.975, 0.554, 0.8704, 
1, 205, 0.0392, 0.0003, 98.438, 100.000, 0.976, 0.614, 0.8738, 
1, 202, 0.0079, 0.0003, 100.000, 100.000, 0.979, 0.601, 0.8821, 
1, 199, 0.2331, 0.0003, 93.750, 100.000, 0.975, 0.568, 0.8643, 
1, 196, 0.0368, 0.0004, 98.438, 100.000, 0.979, 0.505, 0.8707, 
1, 193, 0.0399, 0.0004, 100.000, 100.000, 0.965, 0.493, 0.7896, 
1, 190, 0.0876, 0.0003, 98.438, 100.000, 0.980, 0.592, 0.8669, 
2, 187, 0.0422, 0.0003, 98.438, 100.000, 0.971, 0.567, 0.8331, 
2, 184, 0.0903, 0.0003, 96.875, 100.000, 0.980, 0.615, 0.8760, 
2, 181, 0.0284, 0.0003, 100.000, 100.000, 0.977, 0.622, 0.8565, 
2, 178, 0.0856, 0.0003, 96.875, 100.000, 0.975, 0.617, 0.8537, 
2, 175, 0.0158, 0.0003, 100.000, 100.000, 0.979, 0.623, 0.8726, 
2, 172, 0.0686, 0.0003, 98.438, 100.000, 0.969, 0.591, 0.8628, 
2, 169, 0.0219, 0.0004, 100.000, 100.000, 0.976, 0.502, 0.8553, 
2, 166, 0.0418, 0.0004, 96.875, 100.000, 0.978, 0.518, 0.8651, 
2, 163, 0.1804, 0.0004, 92.188, 100.000, 0.983, 0.430, 0.8688, 
2, 160, 0.0630, 0.0003, 98.438, 100.000, 0.977, 0.570, 0.8588, 
2, 157, 0.0181, 0.0003, 100.000, 100.000, 0.977, 0.572, 0.8701, 
2, 154, 0.0992, 0.0004, 96.875, 100.000, 0.981, 0.500, 0.8790, 
2, 151, 0.0218, 0.0003, 100.000, 100.000, 0.979, 0.538, 0.8582, 
2, 148, 0.1491, 0.0004, 95.312, 100.000, 0.978, 0.528, 0.8759, 
2, 145, 0.0545, 0.0004, 98.438, 100.000, 0.977, 0.492, 0.8598, 
2, 142, 0.0417, 0.0004, 98.438, 100.000, 0.977, 0.502, 0.8679, 
2, 139, 0.1481, 0.0004, 95.312, 100.000, 0.977, 0.498, 0.8755, 
2, 136, 0.0616, 0.0003, 98.438, 100.000, 0.982, 0.562, 0.8902, 
2, 133, 0.0938, 0.0003, 96.875, 100.000, 0.982, 0.530, 0.8924, 
2, 130, 0.1124, 0.0003, 96.875, 100.000, 0.980, 0.555, 0.8746, 
2, 127, 0.0268, 0.0003, 100.000, 100.000, 0.979, 0.518, 0.8847, 
3, 124, 0.1584, 0.0003, 93.750, 100.000, 0.982, 0.540, 0.8795, 
3, 121, 0.0506, 0.0003, 96.875, 100.000, 0.979, 0.598, 0.8862, 
3, 118, 0.2065, 0.0004, 95.312, 98.438, 0.977, 0.468, 0.8811, 
3, 115, 0.1240, 0.0003, 95.312, 100.000, 0.979, 0.570, 0.8696, 
3, 112, 0.1416, 0.0004, 98.438, 100.000, 0.979, 0.449, 0.8703, 
3, 109, 0.0945, 0.0004, 95.312, 100.000, 0.978, 0.444, 0.8644, 
3, 106, 0.0502, 0.0004, 96.875, 100.000, 0.979, 0.469, 0.8591, 
3, 103, 0.1683, 0.0004, 92.188, 100.000, 0.970, 0.453, 0.8309, 
3, 100, 0.0653, 0.0004, 96.875, 100.000, 0.974, 0.376, 0.8417, 
