epoch, neuron_units, loss, dl2_loss, top1, top5, dl2_p_acc, dl2_constraint_acc
[15] Train acc: 0.6406, Constr acc: 0.6250, CE loss: 1.628, DL2 loss: 16.437
[30] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.092, DL2 loss: 4.710
[45] Train acc: 0.9531, Constr acc: 0.9062, CE loss: 0.107, DL2 loss: 4.739
[60] Train acc: 0.8906, Constr acc: 0.8125, CE loss: 0.357, DL2 loss: 11.885
[75] Train acc: 0.8438, Constr acc: 0.8750, CE loss: 0.410, DL2 loss: 5.557
[90] Train acc: 0.9844, Constr acc: 0.8750, CE loss: 0.042, DL2 loss: 6.225
[105] Train acc: 1.0000, Constr acc: 0.7500, CE loss: 0.020, DL2 loss: 12.597
[120] Train acc: 0.9531, Constr acc: 0.9375, CE loss: 0.267, DL2 loss: 2.324
[135] Train acc: 0.8750, Constr acc: 0.9062, CE loss: 0.285, DL2 loss: 2.815
[150] Train acc: 0.9219, Constr acc: 0.7500, CE loss: 0.222, DL2 loss: 14.084
[165] Train acc: 0.9844, Constr acc: 0.8750, CE loss: 0.056, DL2 loss: 6.353
[180] Train acc: 0.9844, Constr acc: 0.9375, CE loss: 0.109, DL2 loss: 2.665
[195] Train acc: 0.8906, Constr acc: 0.6875, CE loss: 0.345, DL2 loss: 14.964
[210] Train acc: 0.9844, Constr acc: 0.9062, CE loss: 0.096, DL2 loss: 6.034
[225] Train acc: 0.9531, Constr acc: 0.8750, CE loss: 0.155, DL2 loss: 4.603
[240] Train acc: 0.9062, Constr acc: 0.9062, CE loss: 0.550, DL2 loss: 5.361
[255] Train acc: 0.9531, Constr acc: 0.8438, CE loss: 0.215, DL2 loss: 5.737
[270] Train acc: 0.9844, Constr acc: 0.8438, CE loss: 0.065, DL2 loss: 10.696
[285] Train acc: 0.9062, Constr acc: 0.6875, CE loss: 0.276, DL2 loss: 13.945
[300] Train acc: 0.9844, Constr acc: 0.8750, CE loss: 0.100, DL2 loss: 4.922
[315] Train acc: 0.9688, Constr acc: 0.9375, CE loss: 0.166, DL2 loss: 4.670
[330] Train acc: 0.9688, Constr acc: 0.8438, CE loss: 0.095, DL2 loss: 8.402
[345] Train acc: 0.8281, Constr acc: 0.8438, CE loss: 0.670, DL2 loss: 7.055
[360] Train acc: 0.9375, Constr acc: 0.9062, CE loss: 0.265, DL2 loss: 6.405
[375] Train acc: 0.8906, Constr acc: 0.9688, CE loss: 0.500, DL2 loss: 2.890
[390] Train acc: 0.9375, Constr acc: 0.9062, CE loss: 0.272, DL2 loss: 5.601
[405] Train acc: 0.8906, Constr acc: 0.8750, CE loss: 0.259, DL2 loss: 6.299
[420] Train acc: 0.9375, Constr acc: 0.9375, CE loss: 0.153, DL2 loss: 3.097
[435] Train acc: 0.8906, Constr acc: 0.9688, CE loss: 0.427, DL2 loss: 1.177
[450] Train acc: 0.9219, Constr acc: 0.6875, CE loss: 0.419, DL2 loss: 13.127
[465] Train acc: 0.9531, Constr acc: 0.8125, CE loss: 0.106, DL2 loss: 8.699
[480] Train acc: 0.9062, Constr acc: 0.9062, CE loss: 0.250, DL2 loss: 5.592
[495] Train acc: 0.9375, Constr acc: 0.9375, CE loss: 0.173, DL2 loss: 3.086
[510] Train acc: 0.9531, Constr acc: 0.8125, CE loss: 0.173, DL2 loss: 8.831
[525] Train acc: 0.9531, Constr acc: 0.9062, CE loss: 0.320, DL2 loss: 3.067
[540] Train acc: 0.9844, Constr acc: 0.9688, CE loss: 0.146, DL2 loss: 2.382
[555] Train acc: 0.8906, Constr acc: 0.7812, CE loss: 0.265, DL2 loss: 8.218
[570] Train acc: 0.9219, Constr acc: 0.9375, CE loss: 0.261, DL2 loss: 4.513
[585] Train acc: 0.8906, Constr acc: 0.8750, CE loss: 0.510, DL2 loss: 4.203
[600] Train acc: 0.9219, Constr acc: 0.8750, CE loss: 0.219, DL2 loss: 5.221
[615] Train acc: 0.8906, Constr acc: 0.8750, CE loss: 0.220, DL2 loss: 5.565
[630] Train acc: 0.9531, Constr acc: 0.9375, CE loss: 0.159, DL2 loss: 3.798
[645] Train acc: 0.9531, Constr acc: 0.7188, CE loss: 0.234, DL2 loss: 11.112
[660] Train acc: 0.9375, Constr acc: 0.8750, CE loss: 0.400, DL2 loss: 7.068
