epoch, neuron_units, loss, dl2_loss, top1, top5, dl2_p_acc, dl2_constraint_acc
1, 252, 0.0609, 0.0005, 96.875, 100.000, 0.941, 0.405, 0.9229, 0.7788, 0.5366, 0.2628, 0.1247, 0.0582, 
1, 252, 0.3082, 0.0005, 90.625, 100.000, 0.951, 0.297, 0.9369, 0.8127, 0.6119, 0.3783, 0.1593, 0.0487, 
1, 248, 0.5519, 0.0006, 85.938, 100.000, 0.922, 0.305, 0.8970, 0.7584, 0.5909, 0.3927, 0.1962, 0.0705, 
1, 247, 0.4353, 0.0005, 85.938, 96.875, 0.932, 0.364, 0.9251, 0.8077, 0.6468, 0.4310, 0.2172, 0.0701, 
1, 246, 0.1384, 0.0005, 93.750, 100.000, 0.943, 0.366, 0.9299, 0.8098, 0.6469, 0.4512, 0.2653, 0.1236, 
1, 245, 0.3944, 0.0005, 89.062, 100.000, 0.945, 0.366, 0.9430, 0.8280, 0.6397, 0.3897, 0.1700, 0.0477, 
1, 244, 0.1883, 0.0005, 92.188, 100.000, 0.941, 0.372, 0.9392, 0.8292, 0.6625, 0.4442, 0.2369, 0.0943, 
1, 243, 0.2076, 0.0004, 93.750, 98.438, 0.957, 0.422, 0.9436, 0.8399, 0.6741, 0.4611, 0.2491, 0.0927, 
1, 242, 0.2052, 0.0005, 92.188, 98.438, 0.936, 0.355, 0.9238, 0.7862, 0.5777, 0.3275, 0.1304, 0.0462, 
1, 241, 0.1460, 0.0005, 90.625, 100.000, 0.946, 0.376, 0.9345, 0.8129, 0.6254, 0.3997, 0.1841, 0.0577, 
1, 240, 0.3929, 0.0004, 87.500, 100.000, 0.953, 0.470, 0.9398, 0.8186, 0.6253, 0.3888, 0.1729, 0.0523, 
1, 239, 0.1840, 0.0005, 93.750, 100.000, 0.947, 0.417, 0.9389, 0.8120, 0.6231, 0.4040, 0.2225, 0.0961, 
1, 238, 0.0827, 0.0005, 96.875, 100.000, 0.947, 0.396, 0.9381, 0.8212, 0.6354, 0.4101, 0.1948, 0.0765, 
1, 237, 0.2176, 0.0005, 93.750, 100.000, 0.939, 0.429, 0.9358, 0.8330, 0.6876, 0.4974, 0.2830, 0.1118, 
1, 236, 0.1326, 0.0004, 93.750, 100.000, 0.961, 0.431, 0.9467, 0.8506, 0.6857, 0.4631, 0.2490, 0.0877, 
1, 235, 0.1663, 0.0005, 93.750, 100.000, 0.931, 0.326, 0.9108, 0.7588, 0.5649, 0.3507, 0.1793, 0.0745, 
1, 234, 0.1737, 0.0005, 92.188, 100.000, 0.959, 0.398, 0.9441, 0.8315, 0.6469, 0.4050, 0.1727, 0.0475, 
1, 233, 0.1478, 0.0004, 95.312, 100.000, 0.952, 0.452, 0.9335, 0.8206, 0.6504, 0.4309, 0.2326, 0.0861, 
