epoch, neuron_units, loss, dl2_loss, top1, top5, dl2_p_acc, dl2_constraint_acc
[15] Train acc: 0.9844, Constr acc: 0.9375, CE loss: 0.047, DL2 loss: 5.879
[30] Train acc: 0.9844, Constr acc: 0.8750, CE loss: 0.050, DL2 loss: 8.054
[45] Train acc: 0.9531, Constr acc: 0.8750, CE loss: 0.090, DL2 loss: 9.854
[60] Train acc: 0.9844, Constr acc: 0.8438, CE loss: 0.036, DL2 loss: 13.547
[75] Train acc: 0.8906, Constr acc: 0.9375, CE loss: 0.367, DL2 loss: 5.677
[90] Train acc: 0.9688, Constr acc: 0.8750, CE loss: 0.124, DL2 loss: 9.555
[105] Train acc: 0.9844, Constr acc: 0.8125, CE loss: 0.025, DL2 loss: 14.942
[120] Train acc: 0.9375, Constr acc: 0.9062, CE loss: 0.161, DL2 loss: 3.244
[135] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.007, DL2 loss: 3.536
[150] Train acc: 0.9844, Constr acc: 0.7500, CE loss: 0.059, DL2 loss: 22.051
[165] Train acc: 0.9531, Constr acc: 0.8750, CE loss: 0.218, DL2 loss: 9.492
[180] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.015, DL2 loss: 3.908
[195] Train acc: 0.9219, Constr acc: 0.7812, CE loss: 0.234, DL2 loss: 17.950
[210] Train acc: 0.9844, Constr acc: 0.9062, CE loss: 0.077, DL2 loss: 7.965
[225] Train acc: 1.0000, Constr acc: 0.8750, CE loss: 0.016, DL2 loss: 9.527
[240] Train acc: 0.8906, Constr acc: 0.9062, CE loss: 0.412, DL2 loss: 7.690
[255] Train acc: 0.9844, Constr acc: 0.8750, CE loss: 0.060, DL2 loss: 7.922
[270] Train acc: 1.0000, Constr acc: 0.8438, CE loss: 0.033, DL2 loss: 11.208
[285] Train acc: 0.9531, Constr acc: 0.6875, CE loss: 0.109, DL2 loss: 22.820
[300] Train acc: 0.9531, Constr acc: 0.8438, CE loss: 0.091, DL2 loss: 9.046
[315] Train acc: 0.9375, Constr acc: 0.9062, CE loss: 0.214, DL2 loss: 8.668
[330] Train acc: 0.9531, Constr acc: 0.8438, CE loss: 0.099, DL2 loss: 9.845
[345] Train acc: 0.9062, Constr acc: 0.8750, CE loss: 0.280, DL2 loss: 8.035
[360] Train acc: 0.9844, Constr acc: 0.9375, CE loss: 0.059, DL2 loss: 5.304
[375] Train acc: 0.9062, Constr acc: 0.9688, CE loss: 0.209, DL2 loss: 3.515
[390] Train acc: 0.9219, Constr acc: 0.9062, CE loss: 0.136, DL2 loss: 7.388
[405] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.119, DL2 loss: 6.941
[420] Train acc: 0.9531, Constr acc: 0.9375, CE loss: 0.113, DL2 loss: 4.432
[435] Train acc: 0.9531, Constr acc: 0.8750, CE loss: 0.115, DL2 loss: 7.809
[450] Train acc: 0.9688, Constr acc: 0.7188, CE loss: 0.104, DL2 loss: 16.148
[465] Train acc: 0.9844, Constr acc: 0.8750, CE loss: 0.093, DL2 loss: 11.333
[480] Train acc: 0.9375, Constr acc: 0.9062, CE loss: 0.217, DL2 loss: 8.815
[495] Train acc: 0.9688, Constr acc: 0.9688, CE loss: 0.059, DL2 loss: 2.229
[510] Train acc: 0.9531, Constr acc: 0.8438, CE loss: 0.122, DL2 loss: 12.108
[525] Train acc: 0.9688, Constr acc: 0.9375, CE loss: 0.137, DL2 loss: 2.761
[540] Train acc: 0.9844, Constr acc: 0.9375, CE loss: 0.073, DL2 loss: 5.765
[555] Train acc: 0.9531, Constr acc: 0.7812, CE loss: 0.137, DL2 loss: 13.193
[570] Train acc: 0.9688, Constr acc: 0.9375, CE loss: 0.069, DL2 loss: 5.770
[585] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.045, DL2 loss: 4.635
[600] Train acc: 1.0000, Constr acc: 0.8438, CE loss: 0.030, DL2 loss: 9.862
[615] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.063, DL2 loss: 7.677
[630] Train acc: 0.9375, Constr acc: 0.9688, CE loss: 0.231, DL2 loss: 2.651
[645] Train acc: 0.9531, Constr acc: 0.7188, CE loss: 0.142, DL2 loss: 16.475
[660] Train acc: 0.9844, Constr acc: 0.9375, CE loss: 0.018, DL2 loss: 6.020
[675] Train acc: 0.9531, Constr acc: 0.7812, CE loss: 0.205, DL2 loss: 16.259
[690] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.072, DL2 loss: 7.769
[705] Train acc: 0.9688, Constr acc: 0.9375, CE loss: 0.048, DL2 loss: 4.383
[720] Train acc: 0.9844, Constr acc: 0.9375, CE loss: 0.038, DL2 loss: 4.922
[735] Train acc: 1.0000, Constr acc: 0.8438, CE loss: 0.063, DL2 loss: 8.391
[750] Train acc: 0.9844, Constr acc: 0.9062, CE loss: 0.057, DL2 loss: 5.350
[765] Train acc: 0.9375, Constr acc: 0.9688, CE loss: 0.167, DL2 loss: 1.256
[780] Train acc: 0.9844, Constr acc: 0.9688, CE loss: 0.068, DL2 loss: 0.534
[795] Train acc: 0.9844, Constr acc: 0.8750, CE loss: 0.043, DL2 loss: 6.862
[810] Train acc: 0.9062, Constr acc: 0.9375, CE loss: 0.253, DL2 loss: 3.103
[825] Train acc: 0.9531, Constr acc: 0.8750, CE loss: 0.159, DL2 loss: 9.462
[840] Train acc: 0.9688, Constr acc: 0.9688, CE loss: 0.066, DL2 loss: 2.877
[855] Train acc: 0.9531, Constr acc: 0.8438, CE loss: 0.072, DL2 loss: 13.849
[870] Train acc: 0.9531, Constr acc: 0.9688, CE loss: 0.117, DL2 loss: 1.802
[885] Train acc: 0.9688, Constr acc: 0.8438, CE loss: 0.085, DL2 loss: 12.496
[900] Train acc: 0.9531, Constr acc: 0.8750, CE loss: 0.145, DL2 loss: 8.948
[915] Train acc: 0.9375, Constr acc: 0.8438, CE loss: 0.139, DL2 loss: 10.390
[930] Train acc: 0.9219, Constr acc: 0.9062, CE loss: 0.246, DL2 loss: 6.201
[0] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.074, DL2 loss: 9.100
[15] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.034, DL2 loss: 3.556
[30] Train acc: 1.0000, Constr acc: 0.8750, CE loss: 0.041, DL2 loss: 9.395
[45] Train acc: 0.9531, Constr acc: 0.8125, CE loss: 0.151, DL2 loss: 16.099
[60] Train acc: 0.9219, Constr acc: 0.8438, CE loss: 0.336, DL2 loss: 12.108
[75] Train acc: 0.9688, Constr acc: 0.8125, CE loss: 0.054, DL2 loss: 14.646
[90] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.084, DL2 loss: 7.982
[105] Train acc: 0.9531, Constr acc: 0.9688, CE loss: 0.119, DL2 loss: 2.766
[120] Train acc: 0.9688, Constr acc: 1.0000, CE loss: 0.076, DL2 loss: 0.000
[135] Train acc: 1.0000, Constr acc: 0.8750, CE loss: 0.010, DL2 loss: 8.037
[150] Train acc: 0.9062, Constr acc: 0.9062, CE loss: 0.367, DL2 loss: 6.306
[165] Train acc: 0.9844, Constr acc: 0.8125, CE loss: 0.044, DL2 loss: 10.833
[180] Train acc: 0.9844, Constr acc: 0.9688, CE loss: 0.080, DL2 loss: 3.479
[195] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.110, DL2 loss: 7.638
[210] Train acc: 0.9844, Constr acc: 0.7500, CE loss: 0.057, DL2 loss: 15.927
[225] Train acc: 0.9688, Constr acc: 0.9688, CE loss: 0.078, DL2 loss: 0.019
[240] Train acc: 0.9688, Constr acc: 0.8438, CE loss: 0.069, DL2 loss: 14.278
[255] Train acc: 0.9688, Constr acc: 0.8438, CE loss: 0.093, DL2 loss: 12.809
[270] Train acc: 0.9531, Constr acc: 0.9688, CE loss: 0.239, DL2 loss: 2.658
[285] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.103, DL2 loss: 3.658
[300] Train acc: 0.9531, Constr acc: 0.9375, CE loss: 0.078, DL2 loss: 3.359
[315] Train acc: 0.9375, Constr acc: 0.9375, CE loss: 0.227, DL2 loss: 4.704
[330] Train acc: 1.0000, Constr acc: 0.9688, CE loss: 0.020, DL2 loss: 1.498
[345] Train acc: 0.9219, Constr acc: 0.8750, CE loss: 0.111, DL2 loss: 10.420
[360] Train acc: 0.9531, Constr acc: 0.9062, CE loss: 0.211, DL2 loss: 7.944
[375] Train acc: 0.9844, Constr acc: 0.9688, CE loss: 0.066, DL2 loss: 2.562
[390] Train acc: 0.9688, Constr acc: 0.8438, CE loss: 0.208, DL2 loss: 9.303
