epoch, neuron_units, loss, dl2_loss, top1, top5, dl2_p_acc, dl2_constraint_acc
[0] Train acc: 0.1406, Constr acc: 0.0000, CE loss: 2.293, DL2 loss: 72.871
[15] Train acc: 0.2031, Constr acc: 0.0000, CE loss: 2.276, DL2 loss: 71.211
[30] Train acc: 0.3125, Constr acc: 0.0000, CE loss: 2.227, DL2 loss: 71.207
[45] Train acc: 0.3125, Constr acc: 0.0000, CE loss: 2.054, DL2 loss: 69.658
[60] Train acc: 0.3125, Constr acc: 0.2188, CE loss: 1.902, DL2 loss: 29.445
[75] Train acc: 0.6719, Constr acc: 0.6250, CE loss: 1.030, DL2 loss: 14.002
[90] Train acc: 0.6406, Constr acc: 0.5625, CE loss: 1.001, DL2 loss: 15.851
[105] Train acc: 0.7344, Constr acc: 0.7500, CE loss: 0.772, DL2 loss: 6.773
[120] Train acc: 0.8281, Constr acc: 0.6875, CE loss: 0.593, DL2 loss: 12.160
[135] Train acc: 0.8594, Constr acc: 0.8125, CE loss: 0.305, DL2 loss: 8.199
[150] Train acc: 0.7812, Constr acc: 0.7812, CE loss: 0.521, DL2 loss: 8.907
[165] Train acc: 0.8750, Constr acc: 0.7812, CE loss: 0.392, DL2 loss: 7.450
[180] Train acc: 0.8750, Constr acc: 0.7812, CE loss: 0.496, DL2 loss: 5.070
[195] Train acc: 0.9375, Constr acc: 0.8438, CE loss: 0.321, DL2 loss: 9.102
[210] Train acc: 0.9062, Constr acc: 0.7188, CE loss: 0.291, DL2 loss: 15.794
[225] Train acc: 0.9062, Constr acc: 0.8438, CE loss: 0.388, DL2 loss: 5.311
[240] Train acc: 0.9062, Constr acc: 0.9375, CE loss: 0.337, DL2 loss: 3.965
[255] Train acc: 0.7656, Constr acc: 0.8750, CE loss: 0.519, DL2 loss: 6.693
[270] Train acc: 0.9219, Constr acc: 0.8750, CE loss: 0.252, DL2 loss: 1.981
[285] Train acc: 0.9062, Constr acc: 0.8125, CE loss: 0.286, DL2 loss: 8.674
[300] Train acc: 0.9219, Constr acc: 0.8438, CE loss: 0.305, DL2 loss: 4.966
[315] Train acc: 0.9219, Constr acc: 0.8125, CE loss: 0.244, DL2 loss: 9.476
[330] Train acc: 0.9375, Constr acc: 0.7812, CE loss: 0.382, DL2 loss: 12.670
[345] Train acc: 0.8594, Constr acc: 0.8438, CE loss: 0.450, DL2 loss: 5.562
[360] Train acc: 0.8750, Constr acc: 0.8750, CE loss: 0.291, DL2 loss: 6.325
[375] Train acc: 0.9688, Constr acc: 0.9688, CE loss: 0.151, DL2 loss: 0.124
[390] Train acc: 0.9219, Constr acc: 0.8125, CE loss: 0.202, DL2 loss: 10.458
[405] Train acc: 0.9531, Constr acc: 0.8750, CE loss: 0.189, DL2 loss: 5.457
[420] Train acc: 0.9375, Constr acc: 0.8438, CE loss: 0.186, DL2 loss: 7.762
[435] Train acc: 0.9219, Constr acc: 0.9062, CE loss: 0.240, DL2 loss: 3.187
[450] Train acc: 0.9531, Constr acc: 0.8750, CE loss: 0.159, DL2 loss: 4.984
[465] Train acc: 0.8750, Constr acc: 0.9375, CE loss: 0.425, DL2 loss: 2.083
