epoch, neuron_units, loss, dl2_loss, top1, top5, dl2_p_acc, dl2_constraint_acc
[15] Train acc: 0.9219, Constr acc: 0.8750, CE loss: 0.150, DL2 loss: 4.404
[30] Train acc: 0.9375, Constr acc: 0.9688, CE loss: 0.136, DL2 loss: 1.321
[45] Train acc: 0.9688, Constr acc: 0.9375, CE loss: 0.038, DL2 loss: 2.059
[60] Train acc: 1.0000, Constr acc: 0.8438, CE loss: 0.002, DL2 loss: 5.598
[75] Train acc: 0.6719, Constr acc: 0.6250, CE loss: 2.078, DL2 loss: 12.526
[90] Train acc: 0.9844, Constr acc: 0.8750, CE loss: 0.099, DL2 loss: 3.347
[105] Train acc: 1.0000, Constr acc: 0.7812, CE loss: 0.009, DL2 loss: 4.479
[120] Train acc: 0.9531, Constr acc: 0.9062, CE loss: 0.156, DL2 loss: 1.548
[135] Train acc: 0.9688, Constr acc: 1.0000, CE loss: 0.144, DL2 loss: 0.000
[150] Train acc: 0.9688, Constr acc: 0.7500, CE loss: 0.062, DL2 loss: 10.411
[165] Train acc: 0.9844, Constr acc: 0.9062, CE loss: 0.056, DL2 loss: 4.172
[180] Train acc: 0.9844, Constr acc: 0.9688, CE loss: 0.056, DL2 loss: 0.304
[195] Train acc: 0.9688, Constr acc: 0.7500, CE loss: 0.117, DL2 loss: 10.271
[210] Train acc: 1.0000, Constr acc: 0.8750, CE loss: 0.014, DL2 loss: 3.409
[225] Train acc: 0.9688, Constr acc: 0.8750, CE loss: 0.090, DL2 loss: 1.281
[240] Train acc: 0.9375, Constr acc: 0.8750, CE loss: 0.148, DL2 loss: 4.051
[255] Train acc: 0.9688, Constr acc: 0.9375, CE loss: 0.062, DL2 loss: 0.657
[270] Train acc: 0.9688, Constr acc: 0.8438, CE loss: 0.125, DL2 loss: 7.700
[285] Train acc: 0.9688, Constr acc: 0.7812, CE loss: 0.216, DL2 loss: 8.053
[300] Train acc: 0.9531, Constr acc: 0.8750, CE loss: 0.112, DL2 loss: 4.312
[315] Train acc: 0.9531, Constr acc: 0.9375, CE loss: 0.187, DL2 loss: 3.220
[330] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.064, DL2 loss: 2.927
[345] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.059, DL2 loss: 1.201
[360] Train acc: 0.9688, Constr acc: 0.8750, CE loss: 0.065, DL2 loss: 3.405
[375] Train acc: 0.9531, Constr acc: 0.9062, CE loss: 0.108, DL2 loss: 3.417
[390] Train acc: 0.9531, Constr acc: 0.9062, CE loss: 0.295, DL2 loss: 3.181
[405] Train acc: 0.9375, Constr acc: 0.9375, CE loss: 0.180, DL2 loss: 3.192
[420] Train acc: 0.9531, Constr acc: 0.9062, CE loss: 0.120, DL2 loss: 0.285
[435] Train acc: 0.9531, Constr acc: 0.9375, CE loss: 0.226, DL2 loss: 0.446
[450] Train acc: 0.9375, Constr acc: 0.8438, CE loss: 0.178, DL2 loss: 6.142
[465] Train acc: 1.0000, Constr acc: 0.8750, CE loss: 0.011, DL2 loss: 6.289
[480] Train acc: 0.9531, Constr acc: 0.8750, CE loss: 0.080, DL2 loss: 5.528
[495] Train acc: 0.9844, Constr acc: 0.9375, CE loss: 0.048, DL2 loss: 0.210
[510] Train acc: 0.9531, Constr acc: 0.8750, CE loss: 0.122, DL2 loss: 3.220
[525] Train acc: 0.9375, Constr acc: 0.9688, CE loss: 0.242, DL2 loss: 0.817
[540] Train acc: 0.9688, Constr acc: 0.9375, CE loss: 0.044, DL2 loss: 3.690
[555] Train acc: 0.9375, Constr acc: 0.8125, CE loss: 0.174, DL2 loss: 3.703
[570] Train acc: 0.9844, Constr acc: 0.9375, CE loss: 0.044, DL2 loss: 3.252
[585] Train acc: 0.9844, Constr acc: 0.9375, CE loss: 0.043, DL2 loss: 3.437
[600] Train acc: 0.9844, Constr acc: 0.9062, CE loss: 0.033, DL2 loss: 2.602
[615] Train acc: 0.9844, Constr acc: 0.9062, CE loss: 0.050, DL2 loss: 2.361
[630] Train acc: 0.9531, Constr acc: 0.9062, CE loss: 0.337, DL2 loss: 4.237
[645] Train acc: 0.9531, Constr acc: 0.8750, CE loss: 0.164, DL2 loss: 2.958
[660] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.010, DL2 loss: 3.446
[675] Train acc: 0.9844, Constr acc: 0.7812, CE loss: 0.097, DL2 loss: 10.235
[690] Train acc: 0.9531, Constr acc: 0.9062, CE loss: 0.106, DL2 loss: 3.009
[705] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.063, DL2 loss: 2.954
[720] Train acc: 0.9844, Constr acc: 0.9688, CE loss: 0.045, DL2 loss: 1.194
[735] Train acc: 0.9844, Constr acc: 0.8750, CE loss: 0.053, DL2 loss: 5.766
[750] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.022, DL2 loss: 1.187
[765] Train acc: 0.9688, Constr acc: 1.0000, CE loss: 0.096, DL2 loss: 0.000
[780] Train acc: 0.9844, Constr acc: 1.0000, CE loss: 0.051, DL2 loss: 0.000
[795] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.020, DL2 loss: 2.377
[810] Train acc: 0.9531, Constr acc: 0.9375, CE loss: 0.167, DL2 loss: 3.513
[825] Train acc: 0.9688, Constr acc: 0.8750, CE loss: 0.059, DL2 loss: 3.077
[840] Train acc: 0.9688, Constr acc: 0.9688, CE loss: 0.037, DL2 loss: 1.439
[855] Train acc: 0.9688, Constr acc: 0.8750, CE loss: 0.094, DL2 loss: 6.968
[870] Train acc: 0.9844, Constr acc: 1.0000, CE loss: 0.048, DL2 loss: 0.000
[885] Train acc: 1.0000, Constr acc: 0.8438, CE loss: 0.010, DL2 loss: 9.004
[900] Train acc: 0.9688, Constr acc: 0.9375, CE loss: 0.113, DL2 loss: 1.916
[915] Train acc: 0.9531, Constr acc: 0.8438, CE loss: 0.172, DL2 loss: 4.538
[930] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.253, DL2 loss: 2.135
[0] Train acc: 0.9219, Constr acc: 0.8750, CE loss: 0.188, DL2 loss: 6.346
[15] Train acc: 0.9844, Constr acc: 0.9062, CE loss: 0.075, DL2 loss: 1.476
[30] Train acc: 0.9844, Constr acc: 0.9062, CE loss: 0.063, DL2 loss: 4.034
[45] Train acc: 0.9375, Constr acc: 0.8125, CE loss: 0.182, DL2 loss: 8.341
[60] Train acc: 0.9219, Constr acc: 0.8438, CE loss: 0.368, DL2 loss: 3.881
[75] Train acc: 1.0000, Constr acc: 0.8125, CE loss: 0.014, DL2 loss: 3.618
[90] Train acc: 0.9844, Constr acc: 0.9062, CE loss: 0.041, DL2 loss: 3.678
[105] Train acc: 0.9531, Constr acc: 0.9688, CE loss: 0.142, DL2 loss: 1.182
[120] Train acc: 0.9531, Constr acc: 1.0000, CE loss: 0.106, DL2 loss: 0.000
[135] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.001, DL2 loss: 2.780
[150] Train acc: 0.9219, Constr acc: 0.9375, CE loss: 0.478, DL2 loss: 2.092
[165] Train acc: 0.9844, Constr acc: 0.9062, CE loss: 0.024, DL2 loss: 2.593
[180] Train acc: 1.0000, Constr acc: 0.9688, CE loss: 0.018, DL2 loss: 2.658
[195] Train acc: 0.9531, Constr acc: 0.8750, CE loss: 0.193, DL2 loss: 3.630
[210] Train acc: 0.9844, Constr acc: 0.8750, CE loss: 0.040, DL2 loss: 5.594
[225] Train acc: 0.9688, Constr acc: 0.9375, CE loss: 0.053, DL2 loss: 1.018
[240] Train acc: 0.9531, Constr acc: 0.8750, CE loss: 0.146, DL2 loss: 2.424
[255] Train acc: 0.9531, Constr acc: 0.8750, CE loss: 0.121, DL2 loss: 5.417
[270] Train acc: 0.9531, Constr acc: 0.9688, CE loss: 0.239, DL2 loss: 0.958
[285] Train acc: 0.9531, Constr acc: 0.9375, CE loss: 0.225, DL2 loss: 1.495
[300] Train acc: 1.0000, Constr acc: 0.9688, CE loss: 0.025, DL2 loss: 1.157
[315] Train acc: 0.9531, Constr acc: 0.9062, CE loss: 0.099, DL2 loss: 3.564
[330] Train acc: 0.9688, Constr acc: 1.0000, CE loss: 0.033, DL2 loss: 0.000
[345] Train acc: 1.0000, Constr acc: 0.8438, CE loss: 0.028, DL2 loss: 4.387
[360] Train acc: 0.9688, Constr acc: 0.8750, CE loss: 0.227, DL2 loss: 3.033
[375] Train acc: 1.0000, Constr acc: 0.9375, CE loss: 0.013, DL2 loss: 1.825
[390] Train acc: 0.9688, Constr acc: 0.9375, CE loss: 0.103, DL2 loss: 1.364
