epoch, neuron_units, loss, dl2_loss, top1, top5, dl2_p_acc, dl2_constraint_acc
[15] Train acc: 0.4219, Constr acc: 0.5625, CE loss: 5.928, DL2 loss: 17.765
[30] Train acc: 0.5156, Constr acc: 0.7188, CE loss: 2.505, DL2 loss: 6.247
[45] Train acc: 0.8594, Constr acc: 0.8750, CE loss: 0.340, DL2 loss: 5.981
[60] Train acc: 0.8438, Constr acc: 0.9062, CE loss: 0.936, DL2 loss: 5.613
[75] Train acc: 0.7969, Constr acc: 0.9375, CE loss: 1.005, DL2 loss: 3.492
[90] Train acc: 0.8750, Constr acc: 0.8750, CE loss: 0.448, DL2 loss: 5.697
[105] Train acc: 0.8281, Constr acc: 0.8438, CE loss: 0.622, DL2 loss: 7.920
[120] Train acc: 0.9062, Constr acc: 0.8750, CE loss: 0.235, DL2 loss: 2.652
[135] Train acc: 0.9219, Constr acc: 0.9375, CE loss: 0.195, DL2 loss: 1.887
[150] Train acc: 0.8281, Constr acc: 0.7188, CE loss: 0.589, DL2 loss: 12.624
[165] Train acc: 0.8750, Constr acc: 0.8750, CE loss: 0.567, DL2 loss: 4.935
[180] Train acc: 0.8750, Constr acc: 0.9375, CE loss: 0.585, DL2 loss: 2.663
[195] Train acc: 0.7656, Constr acc: 0.7812, CE loss: 1.521, DL2 loss: 9.898
[210] Train acc: 0.7656, Constr acc: 0.8125, CE loss: 0.976, DL2 loss: 9.984
[225] Train acc: 0.7656, Constr acc: 0.8125, CE loss: 1.170, DL2 loss: 7.153
[240] Train acc: 0.8750, Constr acc: 0.9062, CE loss: 0.587, DL2 loss: 5.441
[255] Train acc: 0.9375, Constr acc: 0.8750, CE loss: 0.223, DL2 loss: 5.382
[270] Train acc: 0.9688, Constr acc: 0.8750, CE loss: 0.122, DL2 loss: 8.065
[285] Train acc: 0.8594, Constr acc: 0.6562, CE loss: 0.480, DL2 loss: 17.570
[300] Train acc: 0.9375, Constr acc: 0.8125, CE loss: 0.207, DL2 loss: 8.544
[315] Train acc: 0.7969, Constr acc: 0.9375, CE loss: 0.952, DL2 loss: 4.243
[330] Train acc: 0.9375, Constr acc: 0.8438, CE loss: 0.246, DL2 loss: 5.951
[345] Train acc: 0.8438, Constr acc: 0.8438, CE loss: 1.073, DL2 loss: 5.377
[360] Train acc: 0.6562, Constr acc: 0.8750, CE loss: 1.733, DL2 loss: 3.381
[375] Train acc: 0.9062, Constr acc: 0.9688, CE loss: 0.457, DL2 loss: 2.850
[390] Train acc: 0.9375, Constr acc: 0.8750, CE loss: 0.311, DL2 loss: 6.204
[405] Train acc: 0.9531, Constr acc: 0.8750, CE loss: 0.179, DL2 loss: 5.372
[420] Train acc: 0.9531, Constr acc: 0.9062, CE loss: 0.233, DL2 loss: 3.848
[435] Train acc: 0.8906, Constr acc: 0.9062, CE loss: 0.354, DL2 loss: 3.889
[450] Train acc: 0.8750, Constr acc: 0.6875, CE loss: 0.550, DL2 loss: 13.228
[465] Train acc: 0.8750, Constr acc: 0.8438, CE loss: 0.348, DL2 loss: 5.033
[480] Train acc: 0.8750, Constr acc: 0.8750, CE loss: 0.404, DL2 loss: 5.466
[495] Train acc: 0.9219, Constr acc: 0.9062, CE loss: 0.351, DL2 loss: 6.622
[510] Train acc: 0.8750, Constr acc: 0.8438, CE loss: 0.328, DL2 loss: 7.529
[525] Train acc: 0.8750, Constr acc: 0.9062, CE loss: 0.326, DL2 loss: 4.365
[540] Train acc: 0.9531, Constr acc: 0.9375, CE loss: 0.199, DL2 loss: 5.055
[555] Train acc: 0.9062, Constr acc: 0.8125, CE loss: 0.329, DL2 loss: 6.139
[570] Train acc: 0.9375, Constr acc: 0.9375, CE loss: 0.147, DL2 loss: 4.093
[585] Train acc: 0.9375, Constr acc: 0.8750, CE loss: 0.327, DL2 loss: 4.374
[600] Train acc: 0.9375, Constr acc: 0.8438, CE loss: 0.111, DL2 loss: 5.779
[615] Train acc: 0.9219, Constr acc: 0.9062, CE loss: 0.461, DL2 loss: 5.578
[630] Train acc: 0.8438, Constr acc: 0.8438, CE loss: 0.646, DL2 loss: 7.929
[645] Train acc: 0.9062, Constr acc: 0.7500, CE loss: 0.758, DL2 loss: 10.825
[660] Train acc: 0.9062, Constr acc: 0.9062, CE loss: 0.543, DL2 loss: 5.821
[675] Train acc: 0.8906, Constr acc: 0.7812, CE loss: 0.565, DL2 loss: 12.885
[690] Train acc: 0.8906, Constr acc: 0.8438, CE loss: 0.271, DL2 loss: 8.486
[705] Train acc: 0.9062, Constr acc: 0.8438, CE loss: 0.236, DL2 loss: 6.894
[720] Train acc: 0.9219, Constr acc: 0.8750, CE loss: 0.343, DL2 loss: 4.682
[735] Train acc: 0.9219, Constr acc: 0.8750, CE loss: 0.438, DL2 loss: 5.219
[750] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.146, DL2 loss: 4.727
[765] Train acc: 0.8906, Constr acc: 0.9688, CE loss: 0.430, DL2 loss: 0.620
[780] Train acc: 0.8750, Constr acc: 1.0000, CE loss: 0.453, DL2 loss: 0.000
[795] Train acc: 0.9062, Constr acc: 0.9375, CE loss: 0.273, DL2 loss: 2.365
[810] Train acc: 0.9219, Constr acc: 0.9062, CE loss: 0.203, DL2 loss: 5.328
[825] Train acc: 0.9375, Constr acc: 0.8438, CE loss: 0.176, DL2 loss: 6.285
[840] Train acc: 0.8906, Constr acc: 0.9375, CE loss: 0.428, DL2 loss: 2.919
[855] Train acc: 0.9375, Constr acc: 0.8438, CE loss: 0.148, DL2 loss: 9.588
[870] Train acc: 0.9375, Constr acc: 0.9375, CE loss: 0.184, DL2 loss: 1.315
[885] Train acc: 0.9375, Constr acc: 0.8750, CE loss: 0.233, DL2 loss: 10.258
[900] Train acc: 0.9062, Constr acc: 0.9062, CE loss: 0.585, DL2 loss: 4.654
[915] Train acc: 0.9219, Constr acc: 0.8750, CE loss: 0.257, DL2 loss: 6.668
[930] Train acc: 0.9219, Constr acc: 0.9375, CE loss: 0.242, DL2 loss: 2.247
[0] Train acc: 0.9688, Constr acc: 0.9062, CE loss: 0.126, DL2 loss: 7.410
[15] Train acc: 0.9688, Constr acc: 0.9375, CE loss: 0.155, DL2 loss: 3.694
