Files already downloaded and verified
Files already downloaded and verified
CIFAR100_resnet50_350_100_0.01_RobustnessG_eps=0.3,_delta=0.52__64
main_gc.py --dataset=CIFAR100 --model=resnet50 --pruning=True --tensorboard=True --log-interval=100 --pruning_config=./configs/CIFAR100_350_100.json --constraint=RobustnessG(eps=0.3, delta=0.52) --print-after-epoch=0 --dl2-weight=0.01 --delay=0 --epochs=1000 --adv-after-epoch=0 --batch-size=64 --load_model=./CIFAR100_res/best_model.weights --name=CIFAR100_res_64
pruning_engine.load_mask(): did not find mask file, will load nothing
epoch, neuron_units, loss, dl2_loss, top1, top5, dl2_p_acc, dl2_constraint_acc
1, 7552, 0.0027, 0.5731, 100.000, 100.000, 0.000, 0.125, 0, 24.977182388305664 
1, 7552, 0.0018, 0.4102, 100.000, 100.000, 0.000, 0.250, 100, 493.69379448890686 
1, 7202, 0.0071, 0.3201, 100.000, 100.000, 0.000, 0.156, 200, 964.1000497341156 
1, 6852, 0.0083, 0.2998, 100.000, 100.000, 0.000, 0.344, 300, 1436.107929944992 
1, 6502, 0.0049, 0.3229, 100.000, 100.000, 0.000, 0.250, 400, 1909.7011046409607 
1, 6152, 0.0215, 0.2393, 98.438, 100.000, 0.000, 0.375, 500, 2385.504587173462 
1, 5802, 0.0047, 0.1421, 100.000, 100.000, 0.000, 0.344, 600, 2862.9368069171906 
1, 5452, 0.0195, 0.0815, 100.000, 100.000, 0.000, 0.500, 700, 3342.736465215683 
2, 4752, 0.0703, 0.1328, 98.438, 100.000, 0.000, 0.406, 800, 3874.347333908081 
2, 4402, 0.1392, 0.0707, 95.312, 100.000, 0.000, 0.406, 900, 4359.076388120651 
2, 4052, 0.1636, 0.0680, 95.312, 100.000, 0.000, 0.438, 1000, 4844.907356023788 
2, 3702, 0.2084, 0.0318, 96.875, 100.000, 0.000, 0.688, 1100, 5332.019892692566 
2, 3352, 0.2929, 0.0867, 90.625, 100.000, 0.000, 0.438, 1200, 5821.573756456375 
2, 3002, 0.4973, 0.0456, 84.375, 98.438, 0.000, 0.375, 1300, 6312.767948627472 
2, 2652, 0.7359, 0.0210, 82.812, 95.312, 0.000, 0.781, 1400, 6805.981813430786 
2, 2302, 0.7572, 0.0314, 73.438, 98.438, 0.000, 0.719, 1500, 7300.650059461594 
3, 1952, 0.9626, 0.0552, 75.000, 92.188, 0.000, 0.688, 2400, 7927.786151885986 
3, 1602, 1.1016, 0.0375, 65.625, 90.625, 0.000, 0.625, 2500, 8427.58948469162 
3, 1252, 1.5587, 0.0157, 57.812, 87.500, 0.000, 0.719, 2600, 8928.362025976181 
3, 902, 2.0610, 0.2081, 42.188, 75.000, 0.000, 0.156, 2700, 9430.72415971756 
3, 552, 2.5750, 0.2355, 31.250, 67.188, 0.000, 0.250, 2800, 9935.13614988327 
3, 202, 3.4174, 0.1162, 26.562, 45.312, 0.000, 0.219, 2900, 10441.408473014832 
3, 0, 3.9036, 0.0000, 20.312, 39.062, 0.000, 1.000, 3000, 10949.175450086594 
python3: can't open file 'remove_header': [Errno 2] No such file or directory
