Files already downloaded and verified
Ignoring network_output argument, using prob and logprob to obtain KL divergence
CIFAR100_resnet50_0_100_0.0_RobustnessDandR_eps1=7.8,_eps2=2.9__64
validate.py --dataset=CIFAR100 --model=resnet50 --tensorboard=True --pruning_config=./configs/CIFAR100_0_100.json --constraint=RobustnessDandR(eps1=7.8, eps2=2.9) --dl2-weight=0.0 --batch-size=64 --name=CIFAR100_res_valid --checkpoint_folder=CIFAR100_res --log_file=process_output/textfiles/log_CIFAR100_resnet50_0_100_0.0_RobustnessDandR_eps1=7.8,_eps2=2.9__64.txt --starting_line=600
print_iter, train_iter, train_loss, train_dl2_loss, train_top1, train_top5,  test_loss,  test_acc, inf_time
1089, 544974460789092103021279115287844334302396300, 0.0011, 0.0000, 100.000, 100.000, 1.1070, 76.740, 
1091, 1089948921578184206042558230575688668604792100, 0.0155, 0.0000, 98.438, 100.000, 1.1103, 76.750, 
1093, 1089948921578184206042558230575688668604792300, 0.0043, 0.0000, 100.000, 100.000, 1.1093, 76.550, 
1095, 1089948921578184206042558230575688668604792500, 0.0028, 0.0000, 100.000, 100.000, 1.1116, 76.510, 
1097, 1089948921578184206042558230575688668604792700, 0.0038, 16.2479, 100.000, 100.000, 1.1105, 76.450, 
1099, 2179897843156368412085116461151377337209584900, 0.0008, 0.0000, 100.000, 100.000, 1.1066, 76.690, 
1101, 2179897843156368412085116461151377337209585100, 0.0036, 0.0000, 100.000, 100.000, 1.1097, 76.610, 
1103, 2179897843156368412085116461151377337209585300, 0.0026, 0.0000, 100.000, 100.000, 1.1070, 76.650, 
1105, 2179897843156368412085116461151377337209585500, 0.0019, 11.9596, 100.000, 100.000, 1.1076, 76.530, 
1107, 4359795686312736824170232922302754674419170600, 0.0019, 0.0000, 100.000, 100.000, 1.1065, 76.940, 
1109, 4359795686312736824170232922302754674419170800, 0.0056, 0.0000, 100.000, 100.000, 1.1094, 76.670, 
1111, 4359795686312736824170232922302754674419171000, 0.0029, 0.0000, 100.000, 100.000, 1.1083, 76.710, 
1113, 4359795686312736824170232922302754674419171200, 0.0044, 0.0000, 100.000, 100.000, 1.1064, 76.490, 
1115, 8719591372625473648340465844605509348838341900, 0.0034, 0.0000, 100.000, 100.000, 1.1147, 76.610, 
1117, 8719591372625473648340465844605509348838342100, 0.0021, 12.8430, 100.000, 100.000, 1.1058, 76.690, 
1119, 8719591372625473648340465844605509348838342300, 0.0036, 0.0000, 100.000, 100.000, 1.1043, 76.770, 
1121, 8719591372625473648340465844605509348838342500, 0.0020, 0.0000, 100.000, 100.000, 1.0968, 76.780, 
1123, 17439182745250947296680931689211018697676684600, 0.0016, 0.0000, 100.000, 100.000, 1.1015, 76.540, 
1125, 17439182745250947296680931689211018697676684800, 0.0019, 0.0000, 100.000, 100.000, 1.1040, 76.690, 
1127, 17439182745250947296680931689211018697676685000, 0.0050, 0.0000, 100.000, 100.000, 1.1036, 76.760, 
1129, 17439182745250947296680931689211018697676685200, 0.0012, 13.5176, 100.000, 100.000, 1.1047, 76.630, 
1131, 34878365490501894593361863378422037395353369900, 0.0046, 11.2004, 100.000, 100.000, 1.1036, 76.660, 
1133, 34878365490501894593361863378422037395353370100, 0.0015, 0.0000, 100.000, 100.000, 1.0997, 76.650, 
1135, 34878365490501894593361863378422037395353370300, 0.0023, 0.0000, 100.000, 100.000, 1.0989, 76.650, 
1137, 34878365490501894593361863378422037395353370500, 0.0019, 0.0000, 100.000, 100.000, 1.1005, 76.710, 
1139, 69756730981003789186723726756844074790706740500, 0.0016, 0.0000, 100.000, 100.000, 1.0997, 76.690, 
1141, 69756730981003789186723726756844074790706740700, 0.0026, 0.0000, 100.000, 100.000, 1.1010, 76.430, 
1143, 69756730981003789186723726756844074790706740900, 0.0014, 0.0000, 100.000, 100.000, 1.0987, 76.570, 
1145, 69756730981003789186723726756844074790706741100, 0.0035, 9.8426, 100.000, 100.000, 1.1010, 76.590, 
1147, 139513461962007578373447453513688149581413481800, 0.0028, 0.0000, 100.000, 100.000, 1.0997, 76.730, 
1149, 139513461962007578373447453513688149581413482000, 0.0016, 0.0000, 100.000, 100.000, 1.1040, 76.680, 
1151, 139513461962007578373447453513688149581413482200, 0.0021, 0.0000, 100.000, 100.000, 1.1010, 76.570, 
1153, 139513461962007578373447453513688149581413482400, 0.0014, 0.0000, 100.000, 100.000, 1.1054, 76.460, 
1155, 279026923924015156746894907027376299162826964400, 0.0031, 13.0473, 100.000, 100.000, 1.0947, 76.530, 
1157, 279026923924015156746894907027376299162826964600, 0.0043, 6.8328, 100.000, 100.000, 1.1012, 76.620, 
1159, 279026923924015156746894907027376299162826964800, 0.0596, 0.0000, 98.438, 100.000, 1.0980, 76.780, 
1161, 558053847848030313493789814054752598325653929300, 0.0012, 0.0000, 100.000, 100.000, 1.0997, 76.470, 
1163, 558053847848030313493789814054752598325653929500, 0.0009, 0.0000, 100.000, 100.000, 1.1030, 76.650, 
1165, 558053847848030313493789814054752598325653929700, 0.0019, 0.0000, 100.000, 100.000, 1.1070, 76.730, 
1167, 558053847848030313493789814054752598325653929900, 0.0041, 0.0000, 100.000, 100.000, 1.0972, 76.700, 
1169, 1116107695696060626987579628109505196651307859300, 0.0032, 0.0000, 100.000, 100.000, 1.1055, 76.580, 
1171, 1116107695696060626987579628109505196651307859500, 0.0013, 0.0000, 100.000, 100.000, 1.0982, 76.750, 
1173, 1116107695696060626987579628109505196651307859700, 0.0025, 0.0000, 100.000, 100.000, 1.1002, 76.620, 
1175, 1116107695696060626987579628109505196651307859900, 0.0017, 0.0000, 100.000, 100.000, 1.1030, 76.560, 
1177, 2232215391392121253975159256219010393302615719300, 0.0014, 0.0000, 100.000, 100.000, 1.1003, 76.630, 
1179, 2232215391392121253975159256219010393302615719500, 0.0046, 14.4889, 100.000, 100.000, 1.0981, 76.770, 
1181, 2232215391392121253975159256219010393302615719700, 0.0035, 0.0000, 100.000, 100.000, 1.0952, 76.520, 
1183, 2232215391392121253975159256219010393302615719900, 0.0014, 0.0000, 100.000, 100.000, 1.0988, 76.620, 
1185, 4464430782784242507950318512438020786605231439200, 0.0023, 0.0000, 100.000, 100.000, 1.0969, 76.660, 
1187, 4464430782784242507950318512438020786605231439400, 0.0046, 0.0000, 100.000, 100.000, 1.0950, 76.660, 
1189, 4464430782784242507950318512438020786605231439600, 0.0025, 0.0000, 100.000, 100.000, 1.0965, 76.630, 
1191, 4464430782784242507950318512438020786605231439800, 0.0015, 0.0000, 100.000, 100.000, 1.0934, 76.540, 
1193, 8928861565568485015900637024876041573210462879100, 0.0032, 0.0000, 100.000, 100.000, 1.0956, 76.430, 
1195, 8928861565568485015900637024876041573210462879300, 0.0025, 0.0000, 100.000, 100.000, 1.0981, 76.420, 
1197, 8928861565568485015900637024876041573210462879500, 0.0015, 11.1589, 100.000, 100.000, 1.0945, 76.600, 
1199, 8928861565568485015900637024876041573210462879700, 0.0019, 0.0000, 100.000, 100.000, 1.0993, 76.650, 
1201, 17857723131136970031801274049752083146420925758900, 0.0023, 0.0000, 100.000, 100.000, 1.1006, 76.570, 
1203, 17857723131136970031801274049752083146420925759100, 0.0033, 0.0000, 100.000, 100.000, 1.1038, 76.520, 
1205, 17857723131136970031801274049752083146420925759300, 0.0018, 0.0000, 100.000, 100.000, 1.1022, 76.750, 
1207, 35715446262273940063602548099504166292841851518200, 0.0024, 0.0000, 100.000, 100.000, 1.1030, 76.730, 
1209, 35715446262273940063602548099504166292841851518400, 0.0012, 0.0000, 100.000, 100.000, 1.0994, 76.770, 
1211, 35715446262273940063602548099504166292841851518600, 0.0018, 0.0000, 100.000, 100.000, 1.1019, 76.680, 
1213, 35715446262273940063602548099504166292841851518800, 0.0039, 12.5353, 100.000, 100.000, 1.0993, 76.780, 
1215, 71430892524547880127205096199008332585683703037200, 0.0015, 0.0000, 100.000, 100.000, 1.0967, 76.390, 
1217, 71430892524547880127205096199008332585683703037400, 0.0014, 0.0000, 100.000, 100.000, 1.0982, 76.840, 
1219, 71430892524547880127205096199008332585683703037600, 0.0030, 0.0000, 100.000, 100.000, 1.0953, 76.660, 
1221, 71430892524547880127205096199008332585683703037800, 0.0032, 0.0000, 100.000, 100.000, 1.0850, 76.830, 
1223, 142861785049095760254410192398016665171367406075200, 0.0023, 0.0000, 100.000, 100.000, 1.0981, 76.510, 
1225, 142861785049095760254410192398016665171367406075400, 0.0028, 0.0000, 100.000, 100.000, 1.0909, 76.600, 
1227, 142861785049095760254410192398016665171367406075600, 0.0027, 0.0000, 100.000, 100.000, 1.0932, 76.620, 
1229, 142861785049095760254410192398016665171367406075800, 0.0017, 0.0000, 100.000, 100.000, 1.0885, 76.820, 
1231, 285723570098191520508820384796033330342734812151100, 0.0011, 0.0000, 100.000, 100.000, 1.0933, 76.670, 
1233, 285723570098191520508820384796033330342734812151300, 0.0017, 0.0000, 100.000, 100.000, 1.0908, 76.570, 
1235, 285723570098191520508820384796033330342734812151500, 0.0039, 0.0000, 100.000, 100.000, 1.0906, 76.680, 
1237, 285723570098191520508820384796033330342734812151700, 0.0025, 0.0000, 100.000, 100.000, 1.0988, 76.490, 
1239, 571447140196383041017640769592066660685469624302900, 0.0021, 0.0000, 100.000, 100.000, 1.0905, 76.430, 
1241, 571447140196383041017640769592066660685469624303100, 0.0015, 0.0000, 100.000, 100.000, 1.0946, 76.420, 
1243, 571447140196383041017640769592066660685469624303300, 0.0018, 0.0000, 100.000, 100.000, 1.0909, 76.360, 
1245, 571447140196383041017640769592066660685469624303500, 0.0071, 12.3946, 100.000, 100.000, 1.0883, 76.710, 
1247, 1142894280392766082035281539184133321370939248606500, 0.0016, 0.0000, 100.000, 100.000, 1.0944, 76.560, 
1249, 1142894280392766082035281539184133321370939248606700, 0.0020, 12.9745, 100.000, 100.000, 1.0883, 76.670, 
1251, 1142894280392766082035281539184133321370939248606900, 0.0007, 0.0000, 100.000, 100.000, 1.0895, 76.440, 
1253, 1142894280392766082035281539184133321370939248607100, 0.0010, 0.0000, 100.000, 100.000, 1.0905, 76.750, 
1255, 2285788560785532164070563078368266642741878497213700, 0.0014, 0.0000, 100.000, 100.000, 1.0940, 76.590, 
1257, 2285788560785532164070563078368266642741878497213900, 0.0012, 0.0000, 100.000, 100.000, 1.0872, 76.370, 
1259, 2285788560785532164070563078368266642741878497214100, 0.0038, 0.0000, 100.000, 100.000, 1.0889, 76.620, 
1261, 2285788560785532164070563078368266642741878497214300, 0.0023, 11.2384, 100.000, 100.000, 1.0884, 76.550, 
1263, 4571577121571064328141126156736533285483756994428200, 0.0024, 10.9560, 100.000, 100.000, 1.0949, 76.740, 
1265, 4571577121571064328141126156736533285483756994428400, 0.0017, 0.0000, 100.000, 100.000, 1.0900, 76.640, 
1267, 4571577121571064328141126156736533285483756994428600, 0.0063, 0.0000, 100.000, 100.000, 1.0841, 76.650, 
1269, 4571577121571064328141126156736533285483756994428800, 0.0012, 10.3436, 100.000, 100.000, 1.0830, 76.580, 
1271, 9143154243142128656282252313473066570967513988857100, 0.0022, 0.0000, 100.000, 100.000, 1.0842, 76.590, 
1273, 9143154243142128656282252313473066570967513988857300, 0.0020, 0.0000, 100.000, 100.000, 1.0818, 76.700, 
1275, 9143154243142128656282252313473066570967513988857500, 0.0014, 0.0000, 100.000, 100.000, 1.0846, 76.710, 
1277, 9143154243142128656282252313473066570967513988857700, 0.0059, 0.0000, 100.000, 100.000, 1.0839, 76.720, 
1279, 18286308486284257312564504626946133141935027977715000, 0.0058, 0.0000, 100.000, 100.000, 1.0853, 76.580, 
1281, 18286308486284257312564504626946133141935027977715200, 0.0020, 0.0000, 100.000, 100.000, 1.0842, 76.610, 
1283, 18286308486284257312564504626946133141935027977715400, 0.0037, 0.0000, 100.000, 100.000, 1.0830, 76.860, 
1285, 18286308486284257312564504626946133141935027977715600, 0.0012, 0.0000, 100.000, 100.000, 1.0850, 76.670, 
1287, 36572616972568514625129009253892266283870055955430700, 0.0048, 0.0000, 100.000, 100.000, 1.0840, 76.830, 
1289, 36572616972568514625129009253892266283870055955430900, 0.0014, 11.9948, 100.000, 100.000, 1.0881, 76.720, 
1291, 36572616972568514625129009253892266283870055955431100, 0.0015, 14.4939, 100.000, 100.000, 1.0826, 76.660, 
1293, 36572616972568514625129009253892266283870055955431300, 0.0023, 0.0000, 100.000, 100.000, 1.0838, 76.740, 
1295, 73145233945137029250258018507784532567740111910862100, 0.0093, 0.0000, 100.000, 100.000, 1.0884, 76.590, 
1297, 73145233945137029250258018507784532567740111910862300, 0.0043, 12.0898, 100.000, 100.000, 1.0859, 76.860, 
1299, 73145233945137029250258018507784532567740111910862500, 0.0037, 0.0000, 100.000, 100.000, 1.0838, 76.800, 
1301, 73145233945137029250258018507784532567740111910862700, 0.0053, 0.0000, 100.000, 100.000, 1.0781, 76.760, 
1303, 146290467890274058500516037015569065135480223821725000, 0.0012, 0.0000, 100.000, 100.000, 1.0760, 76.810, 
1305, 146290467890274058500516037015569065135480223821725200, 0.0020, 0.0000, 100.000, 100.000, 1.0783, 76.580, 
1307, 146290467890274058500516037015569065135480223821725400, 0.0017, 0.0000, 100.000, 100.000, 1.0834, 76.630, 
1309, 146290467890274058500516037015569065135480223821725600, 0.0022, 0.0000, 100.000, 100.000, 1.0806, 76.640, 
1311, 292580935780548117001032074031138130270960447643450800, 0.0036, 0.0000, 100.000, 100.000, 1.0782, 76.920, 
1313, 292580935780548117001032074031138130270960447643451000, 0.0051, 0.0000, 100.000, 100.000, 1.0788, 77.010, 
1315, 292580935780548117001032074031138130270960447643451200, 0.0008, 0.0000, 100.000, 100.000, 1.0839, 76.910, 
1317, 585161871561096234002064148062276260541920895286902100, 0.0017, 0.0000, 100.000, 100.000, 1.0805, 76.890, 
1319, 585161871561096234002064148062276260541920895286902300, 0.0018, 0.0000, 100.000, 100.000, 1.0842, 76.690, 
1321, 585161871561096234002064148062276260541920895286902500, 0.0026, 0.0000, 100.000, 100.000, 1.0850, 76.720, 
1323, 585161871561096234002064148062276260541920895286902700, 0.0019, 0.0000, 100.000, 100.000, 1.0827, 76.550, 
1325, 1170323743122192468004128296124552521083841790573804900, 0.0016, 0.0000, 100.000, 100.000, 1.0818, 76.880, 
1327, 1170323743122192468004128296124552521083841790573805100, 0.0028, 18.2685, 100.000, 100.000, 1.0826, 76.760, 
1329, 1170323743122192468004128296124552521083841790573805300, 0.0022, 0.0000, 100.000, 100.000, 1.0775, 76.830, 
1331, 1170323743122192468004128296124552521083841790573805500, 0.0021, 27.6550, 100.000, 100.000, 1.0802, 76.550, 
1333, 2340647486244384936008256592249105042167683581147610500, 0.0021, 0.0000, 100.000, 100.000, 1.0831, 76.640, 
1335, 2340647486244384936008256592249105042167683581147610700, 0.0016, 0.0000, 100.000, 100.000, 1.0806, 76.720, 
1337, 2340647486244384936008256592249105042167683581147610900, 0.0017, 0.0000, 100.000, 100.000, 1.0799, 76.470, 
1339, 2340647486244384936008256592249105042167683581147611100, 0.0012, 0.0000, 100.000, 100.000, 1.0745, 76.850, 
1341, 4681294972488769872016513184498210084335367162295221600, 0.0028, 0.0000, 100.000, 100.000, 1.0802, 76.690, 
1343, 4681294972488769872016513184498210084335367162295221800, 0.0023, 13.2759, 100.000, 100.000, 1.0880, 76.820, 
1345, 4681294972488769872016513184498210084335367162295222000, 0.0065, 0.0000, 100.000, 100.000, 1.0851, 76.770, 
1347, 4681294972488769872016513184498210084335367162295222200, 0.0013, 0.0000, 100.000, 100.000, 1.0781, 76.760, 
1349, 9362589944977539744033026368996420168670734324590443900, 0.0011, 0.0000, 100.000, 100.000, 1.0869, 76.870, 
1351, 9362589944977539744033026368996420168670734324590444100, 0.0024, 0.0000, 100.000, 100.000, 1.0830, 76.700, 
1353, 9362589944977539744033026368996420168670734324590444300, 0.0013, 0.0000, 100.000, 100.000, 1.0814, 76.670, 
1355, 9362589944977539744033026368996420168670734324590444500, 0.0024, 10.1528, 100.000, 100.000, 1.0820, 76.600, 
1357, 18725179889955079488066052737992840337341468649180888500, 0.0018, 0.0000, 100.000, 100.000, 1.0856, 76.650, 
1359, 18725179889955079488066052737992840337341468649180888700, 0.0083, 0.0000, 100.000, 100.000, 1.0882, 76.700, 
1361, 18725179889955079488066052737992840337341468649180888900, 0.0016, 0.0000, 100.000, 100.000, 1.0815, 76.800, 
1363, 37450359779910158976132105475985680674682937298361777400, 0.0021, 14.9965, 100.000, 100.000, 1.0822, 76.620, 
1365, 37450359779910158976132105475985680674682937298361777600, 0.0665, 0.0000, 98.438, 100.000, 1.0836, 76.720, 
1367, 37450359779910158976132105475985680674682937298361777800, 0.0015, 0.0000, 100.000, 100.000, 1.0790, 76.660, 
1369, 37450359779910158976132105475985680674682937298361778000, 0.0014, 0.0000, 100.000, 100.000, 1.0787, 76.550, 
1371, 74900719559820317952264210951971361349365874596723555600, 0.0014, 0.0000, 100.000, 100.000, 1.0808, 76.730, 
1373, 74900719559820317952264210951971361349365874596723555800, 0.0078, 0.0000, 100.000, 100.000, 1.0756, 76.860, 
1375, 74900719559820317952264210951971361349365874596723556000, 0.0111, 0.0000, 100.000, 100.000, 1.0696, 76.820, 
1377, 74900719559820317952264210951971361349365874596723556200, 0.0014, 9.4829, 100.000, 100.000, 1.0721, 76.800, 
1379, 149801439119640635904528421903942722698731749193447112000, 0.0010, 0.0000, 100.000, 100.000, 1.0869, 76.330, 
1381, 149801439119640635904528421903942722698731749193447112200, 0.0018, 0.0000, 100.000, 100.000, 1.0763, 76.800, 
1383, 149801439119640635904528421903942722698731749193447112400, 0.0069, 0.0000, 100.000, 100.000, 1.0738, 76.520, 
1385, 149801439119640635904528421903942722698731749193447112600, 0.0014, 0.0000, 100.000, 100.000, 1.0815, 76.490, 
1387, 299602878239281271809056843807885445397463498386894224700, 0.0027, 0.0000, 100.000, 100.000, 1.0746, 76.570, 
1389, 299602878239281271809056843807885445397463498386894224900, 0.0018, 0.0000, 100.000, 100.000, 1.0816, 76.500, 
1391, 299602878239281271809056843807885445397463498386894225100, 0.0037, 0.0000, 100.000, 100.000, 1.0795, 76.750, 
1393, 299602878239281271809056843807885445397463498386894225300, 0.0014, 6.1960, 100.000, 100.000, 1.0780, 76.530, 
1395, 599205756478562543618113687615770890794926996773788450100, 0.0014, 0.0000, 100.000, 100.000, 1.0718, 76.780, 
1397, 599205756478562543618113687615770890794926996773788450300, 0.0019, 0.0000, 100.000, 100.000, 1.0796, 76.620, 
1399, 599205756478562543618113687615770890794926996773788450500, 0.0044, 0.0000, 100.000, 100.000, 1.0761, 76.970, 
1401, 599205756478562543618113687615770890794926996773788450700, 0.0011, 12.5291, 100.000, 100.000, 1.0749, 76.710, 
1403, 1198411512957125087236227375231541781589853993547576900900, 0.0018, 0.0000, 100.000, 100.000, 1.0738, 76.720, 
1405, 1198411512957125087236227375231541781589853993547576901100, 0.0009, 0.0000, 100.000, 100.000, 1.0765, 76.830, 
1407, 1198411512957125087236227375231541781589853993547576901300, 0.0030, 0.0000, 100.000, 100.000, 1.0765, 76.870, 
1409, 1198411512957125087236227375231541781589853993547576901500, 0.0010, 0.0000, 100.000, 100.000, 1.0718, 76.910, 
1411, 2396823025914250174472454750463083563179707987095153802500, 0.0017, 0.0000, 100.000, 100.000, 1.0798, 76.890, 
1413, 2396823025914250174472454750463083563179707987095153802700, 0.0014, 0.0000, 100.000, 100.000, 1.0751, 76.860, 
1415, 2396823025914250174472454750463083563179707987095153802900, 0.0033, 0.0000, 100.000, 100.000, 1.0748, 76.810, 
1417, 2396823025914250174472454750463083563179707987095153803100, 0.0049, 11.7647, 100.000, 100.000, 1.0710, 76.720, 
1419, 4793646051828500348944909500926167126359415974190307605800, 0.0014, 0.0000, 100.000, 100.000, 1.0798, 76.610, 
1421, 4793646051828500348944909500926167126359415974190307606000, 0.0021, 0.0000, 100.000, 100.000, 1.0743, 76.680, 
1423, 4793646051828500348944909500926167126359415974190307606200, 0.0015, 0.0000, 100.000, 100.000, 1.0765, 76.700, 
1425, 4793646051828500348944909500926167126359415974190307606400, 0.0015, 11.4630, 100.000, 100.000, 1.0763, 76.810, 
1427, 9587292103657000697889819001852334252718831948380615212300, 0.0015, 0.0000, 100.000, 100.000, 1.0735, 76.650, 
1429, 9587292103657000697889819001852334252718831948380615212500, 0.0009, 0.0000, 100.000, 100.000, 1.0746, 76.770, 
1431, 9587292103657000697889819001852334252718831948380615212700, 0.0018, 0.0000, 100.000, 100.000, 1.0719, 76.770, 
1433, 9587292103657000697889819001852334252718831948380615212900, 0.0025, 0.0000, 100.000, 100.000, 1.0731, 76.690, 
1435, 19174584207314001395779638003704668505437663896761230425400, 0.0010, 0.0000, 100.000, 100.000, 1.0791, 76.750, 
1437, 19174584207314001395779638003704668505437663896761230425600, 0.0014, 0.0000, 100.000, 100.000, 1.0751, 76.970, 
1439, 19174584207314001395779638003704668505437663896761230425800, 0.0016, 0.0000, 100.000, 100.000, 1.0744, 76.880, 
1441, 19174584207314001395779638003704668505437663896761230426000, 0.0028, 0.0000, 100.000, 100.000, 1.0694, 76.710, 
1443, 38349168414628002791559276007409337010875327793522460851500, 0.0031, 0.0000, 100.000, 100.000, 1.0735, 76.830, 
1445, 38349168414628002791559276007409337010875327793522460851700, 0.0023, 0.0000, 100.000, 100.000, 1.0693, 76.860, 
1447, 38349168414628002791559276007409337010875327793522460851900, 0.0033, 12.7241, 100.000, 100.000, 1.0757, 76.670, 
1449, 38349168414628002791559276007409337010875327793522460852100, 0.0022, 0.0000, 100.000, 100.000, 1.0734, 76.800, 
1451, 76698336829256005583118552014818674021750655587044921703700, 0.0019, 0.0000, 100.000, 100.000, 1.0712, 76.770, 
1453, 76698336829256005583118552014818674021750655587044921703900, 0.0011, 0.0000, 100.000, 100.000, 1.0754, 76.880, 
1455, 76698336829256005583118552014818674021750655587044921704100, 0.0031, 0.0000, 100.000, 100.000, 1.0746, 76.720, 
1457, 76698336829256005583118552014818674021750655587044921704300, 0.0006, 0.0000, 100.000, 100.000, 1.0753, 76.740, 
1459, 153396673658512011166237104029637348043501311174089843408200, 0.0029, 0.0000, 100.000, 100.000, 1.0690, 76.800, 
1461, 153396673658512011166237104029637348043501311174089843408400, 0.0025, 0.0000, 100.000, 100.000, 1.0774, 76.580, 
1463, 153396673658512011166237104029637348043501311174089843408600, 0.0145, 0.0000, 98.438, 100.000, 1.0754, 76.940, 
1465, 153396673658512011166237104029637348043501311174089843408800, 0.0033, 0.0000, 100.000, 100.000, 1.0733, 76.650, 
1467, 306793347317024022332474208059274696087002622348179686817200, 0.0012, 0.0000, 100.000, 100.000, 1.0721, 76.790, 
1469, 306793347317024022332474208059274696087002622348179686817400, 0.0032, 0.0000, 100.000, 100.000, 1.0737, 76.780, 
1471, 306793347317024022332474208059274696087002622348179686817600, 0.0022, 12.3164, 100.000, 100.000, 1.0735, 76.770, 
1473, 613586694634048044664948416118549392174005244696359373634900, 0.0032, 0.0000, 100.000, 100.000, 1.0734, 76.650, 
1475, 613586694634048044664948416118549392174005244696359373635100, 0.0011, 10.5091, 100.000, 100.000, 1.0696, 76.910, 
1477, 613586694634048044664948416118549392174005244696359373635300, 0.0027, 0.0000, 100.000, 100.000, 1.0679, 76.940, 
1479, 613586694634048044664948416118549392174005244696359373635500, 0.0042, 0.0000, 100.000, 100.000, 1.0668, 76.750, 
1481, 1227173389268096089329896832237098784348010489392718747270500, 0.0012, 0.0000, 100.000, 100.000, 1.0703, 76.780, 
1483, 1227173389268096089329896832237098784348010489392718747270700, 0.0026, 0.0000, 100.000, 100.000, 1.0712, 76.720, 
1485, 1227173389268096089329896832237098784348010489392718747270900, 0.0020, 0.0000, 100.000, 100.000, 1.0700, 76.700, 
1487, 1227173389268096089329896832237098784348010489392718747271100, 0.0023, 0.0000, 100.000, 100.000, 1.0722, 76.650, 
1489, 2454346778536192178659793664474197568696020978785437494541700, 0.0029, 0.0000, 100.000, 100.000, 1.0722, 76.780, 
1491, 2454346778536192178659793664474197568696020978785437494541900, 0.0022, 17.6422, 100.000, 100.000, 1.0744, 76.660, 
1493, 2454346778536192178659793664474197568696020978785437494542100, 0.0023, 0.0000, 100.000, 100.000, 1.0676, 76.680, 
1495, 2454346778536192178659793664474197568696020978785437494542300, 0.0012, 12.7607, 100.000, 100.000, 1.0736, 76.730, 
1497, 4908693557072384357319587328948395137392041957570874989084000, 0.0018, 0.0000, 100.000, 100.000, 1.0749, 76.560, 
1499, 4908693557072384357319587328948395137392041957570874989084200, 0.0031, 0.0000, 100.000, 100.000, 1.0762, 76.710, 
1501, 4908693557072384357319587328948395137392041957570874989084400, 0.0013, 0.0000, 100.000, 100.000, 1.0715, 76.850, 
1503, 4908693557072384357319587328948395137392041957570874989084600, 0.0019, 20.6296, 100.000, 100.000, 1.0720, 76.700, 
1505, 9817387114144768714639174657896790274784083915141749978168700, 0.0020, 0.0000, 100.000, 100.000, 1.0707, 76.760, 
1507, 9817387114144768714639174657896790274784083915141749978168900, 0.0014, 0.0000, 100.000, 100.000, 1.0755, 76.650, 
1509, 9817387114144768714639174657896790274784083915141749978169100, 0.0014, 0.0000, 100.000, 100.000, 1.0663, 76.670, 
1511, 9817387114144768714639174657896790274784083915141749978169300, 0.0029, 0.0000, 100.000, 100.000, 1.0760, 76.550, 
1513, 19634774228289537429278349315793580549568167830283499956338100, 0.0019, 0.0000, 100.000, 100.000, 1.0727, 76.710, 
1515, 19634774228289537429278349315793580549568167830283499956338300, 0.0012, 0.0000, 100.000, 100.000, 1.0729, 76.750, 
1517, 19634774228289537429278349315793580549568167830283499956338500, 0.0049, 0.0000, 100.000, 100.000, 1.0702, 76.780, 
1519, 39269548456579074858556698631587161099136335660566999912676600, 0.0017, 14.1555, 100.000, 100.000, 1.0746, 76.710, 
1521, 39269548456579074858556698631587161099136335660566999912676800, 0.0027, 0.0000, 100.000, 100.000, 1.0706, 76.760, 
1523, 39269548456579074858556698631587161099136335660566999912677000, 0.0013, 0.0000, 100.000, 100.000, 1.0717, 76.660, 
1525, 39269548456579074858556698631587161099136335660566999912677200, 0.0027, 16.8305, 100.000, 100.000, 1.0699, 76.790, 
1527, 78539096913158149717113397263174322198272671321133999825354000, 0.0037, 0.0000, 100.000, 100.000, 1.0713, 76.690, 
1529, 78539096913158149717113397263174322198272671321133999825354200, 0.0024, 0.0000, 100.000, 100.000, 1.0773, 76.670, 
1531, 78539096913158149717113397263174322198272671321133999825354400, 0.0014, 0.0000, 100.000, 100.000, 1.0723, 76.870, 
1533, 78539096913158149717113397263174322198272671321133999825354600, 0.0020, 0.0000, 100.000, 100.000, 1.0743, 76.670, 
1535, 157078193826316299434226794526348644396545342642267999650708800, 0.0017, 0.0000, 100.000, 100.000, 1.0701, 76.720, 
1537, 157078193826316299434226794526348644396545342642267999650709000, 0.0011, 0.0000, 100.000, 100.000, 1.0729, 76.900, 
1539, 157078193826316299434226794526348644396545342642267999650709200, 0.0010, 11.3479, 100.000, 100.000, 1.0736, 76.670, 
1541, 157078193826316299434226794526348644396545342642267999650709400, 0.0011, 0.0000, 100.000, 100.000, 1.0766, 76.890, 
1543, 314156387652632598868453589052697288793090685284535999301418300, 0.0029, 0.0000, 100.000, 100.000, 1.0724, 76.870, 
1545, 314156387652632598868453589052697288793090685284535999301418500, 0.0122, 18.3928, 100.000, 100.000, 1.0726, 76.880, 
1547, 314156387652632598868453589052697288793090685284535999301418700, 0.0008, 9.4680, 100.000, 100.000, 1.0742, 76.940, 
1549, 314156387652632598868453589052697288793090685284535999301418900, 0.0025, 0.0000, 100.000, 100.000, 1.0729, 76.720, 
1551, 628312775305265197736907178105394577586181370569071998602837300, 0.0020, 0.0000, 100.000, 100.000, 1.0751, 76.670, 
1553, 628312775305265197736907178105394577586181370569071998602837500, 0.0012, 0.0000, 100.000, 100.000, 1.0676, 76.880, 
